pluripotent_NA18511	pluripotent_NA18856	pluripotent_NA18858	pluripotent_NA18912	pluripotent_NA19140	pluripotent_NA19159	pluripotent_NA19160	pluripotent_NA19210
VPS52	24	239	435	166	31	53	24	283
RPS18	455554	68749	4150380	72102	12804	25528	258086	116223
B3GALT4	0	98	0	48	21	21	0	73
WDR46	2029	436	25065	436	79	163	938	795
PFDN6	4624	962	58614	1044	191	401	2703	1806
RGL2	15	208	134	164	25	61	7	262
TAPBP	35	260	557	287	52	66	17	289
ZBTB22	0	112	1	85	14	25	0	92
DAXX	1376	504	19483	500	99	188	619	818
SMIM40	0	0	0	0	0	0	0	0
KIFC1	973	943	13756	568	119	232	584	1010
PHF1	34	267	606	145	35	65	27	268
CUTA	7497	5488	115131	3301	631	1311	4889	5397
SYNGAP1	45	483	563	309	46	103	31	481
ZBTB9	0	70	0	78	11	27	0	114
BAK1	755	169	8576	171	22	48	258	294
ITPR3	570	26	3803	86	24	27	171	211
UQCC2	7927	4636	106112	2835	450	966	6621	3643
IP6K3	2	2	62	10	1	1	3	6
LEMD2	959	241	11508	191	42	77	456	298
MLN	31	7	811	2	2	1	9	21
GRM4	493	34	7275	178	11	42	326	535
HMGA1	81694	10079	1042113	12137	1844	4313	45309	21128
SMIM29	823	179	10392	131	35	45	342	257
NUDT3	1699	558	21606	336	87	144	1078	690
RPS10-NUDT3	35	215	711	197	31	79	28	412
RPS10	33750	7668	291598	6752	1038	2321	21582	12401
PACSIN1	184	20	2664	53	8	19	119	73
SPDEF	9	2	167	3	0	0	11	1
ILRUN	1448	726	26449	688	130	229	744	1002
SNRPC	12141	3298	189225	2576	458	937	7118	4027
UHRF1BP1	382	420	4357	284	65	95	240	406
TAF11	4148	1040	51341	816	176	329	2214	1305
ANKS1A	836	1135	10030	2522	205	438	511	1492
TCP11	2	13	55	5	3	1	4	10
SCUBE3	69	466	867	209	52	105	64	259
ZNF76	323	272	5932	142	35	86	283	222
DEF6	83	35	1847	28	8	18	79	72
PPARD	172	262	2839	171	30	53	108	252
FANCE	472	153	6380	118	17	32	255	163
RPL10A	157176	33893	1716842	29361	5259	11114	88913	46980
TEAD3	436	176	6595	209	32	56	245	274
TULP1	92	21	1770	22	5	7	42	25
FKBP5	780	899	9857	794	111	214	658	1081
ARMC12	11	24	262	8	3	10	23	29
CLPSL2	125	15	2293	27	6	2	123	40
CLPSL1	55	6	184	7	1	1	31	14
CLPS	0	0	6	0	0	0	0	0
LHFPL5	63	212	372	149	29	51	44	179
SRPK1	8119	3093	75284	2243	475	777	4563	3670
SLC26A8	3	26	102	7	2	4	1	12
MAPK14	833	793	9932	590	115	232	442	910
MAPK13	674	33	9120	107	15	19	295	157
BRPF3	471	245	5167	174	37	71	301	252
PNPLA1	2	8	13	2	1	3	0	7
BNIP5	0	2	22	0	0	0	2	0
ETV7	19	12	505	20	1	2	10	7
PXT1	2	9	22	5	1	1	1	7
KCTD20	1002	802	10164	452	110	152	532	642
STK38	415	718	5734	401	93	176	334	660
SRSF3	36726	9833	283753	9368	1510	3213	17461	14011
CDKN1A	1161	260	10412	134	19	75	243	382
RAB44	1	2	4	3	0	0	0	1
CPNE5	6	12	125	4	3	1	8	12
PPIL1	3164	1286	48555	852	167	351	2477	1474
C6orf89	387	444	5027	227	51	108	266	313
PI16	2	2	15	0	0	0	0	4
MTCH1	8636	2372	159590	2032	367	835	5109	3188
FGD2	3	2	61	2	0	1	0	2
PIM1	4547	479	40597	572	95	175	1351	837
TMEM217	16	2	250	5	0	1	11	10
AL353579.1	0	0	0	0	0	0	0	0
TBC1D22B	412	271	5152	216	48	78	220	339
RNF8	2860	692	34028	728	133	251	1521	1107
CMTR1	437	254	5834	177	32	103	281	256
CCDC167	1378	1951	11077	947	168	311	936	1321
MDGA1	18	167	307	61	16	31	15	108
ZFAND3	830	4228	12017	2837	576	1014	540	3952
BTBD9	48	1501	766	972	237	297	26	1369
GLO1	11227	3220	126141	2712	530	894	6286	3934
DNAH8	2	12	19	6	0	1	0	13
GLP1R	14	15	187	15	2	5	17	20
SAYSD1	520	268	7080	194	36	66	375	242
KCNK5	168	32	3607	45	8	17	151	116
KCNK17	33	5	648	10	3	2	12	19
KCNK16	2	1	1	0	0	0	0	0
KIF6	38	63	580	34	5	19	38	87
DAAM2	39	49	661	39	8	13	27	32
MOCS1	205	63	3728	49	15	25	103	85
LRFN2	9	16	47	19	3	8	2	33
UNC5CL	25	19	321	9	4	2	16	15
OARD1	3207	1378	38096	813	150	363	2141	1375
TSPO2	0	0	2	0	0	0	0	0
APOBEC2	0	23	17	9	0	5	0	6
NFYA	529	214	4937	251	43	57	252	272
TREML1	16	0	186	2	0	0	6	5
TREM2	5	1	21	0	0	0	1	0
TREML2	3	0	19	0	0	0	1	0
TREML4	0	0	0	0	0	0	0	0
TREM1	0	0	3	0	0	0	1	0
NCR2	0	0	0	0	0	0	0	0
FOXP4	441	437	832	127	47	63	120	312
MDFI	1421	637	5996	495	76	143	878	625
TFEB	47	11	324	14	3	1	22	22
PGC	1	0	11	0	0	0	1	0
FRS3	53	45	928	21	2	8	43	35
PRICKLE4	0	5	0	0	2	2	0	4
TOMM6	0	4468	0	3778	636	1292	0	5333
USP49	394	660	4126	378	104	194	219	677
MED20	880	168	8893	177	42	63	459	253
BYSL	1885	275	23926	317	47	87	795	423
CCND3	625	140	8439	181	28	52	320	200
TAF8	1033	379	11286	316	62	129	561	438
C6orf132	958	51	10473	189	15	67	552	222
AL096814.2	25	1	288	1	0	1	15	6
GUCA1A	0	0	0	0	0	0	0	0
AL096814.1	0	0	0	0	0	0	0	0
GUCA1B	35	70	579	24	4	20	15	74
MRPS10	4492	1003	57332	967	151	342	2312	1492
TRERF1	475	972	8292	937	169	279	360	1527
UBR2	907	832	12868	642	121	241	488	908
PRPH2	19	3	460	5	1	1	10	7
TBCC	1977	284	27206	420	56	113	1019	512
BICRAL	247	667	2795	539	104	173	195	690
RPL7L1	5989	1696	71710	1888	303	714	2694	2846
C6orf226	283	228	4873	101	11	56	271	187
PTCRA	0	2	10	3	0	0	0	6
CNPY3	2783	826	52993	660	117	293	1910	1180
GNMT	13	0	469	3	1	3	9	7
PEX6	582	265	4842	163	27	57	319	308
PPP2R5D	656	378	9699	214	39	80	410	380
MEA1	4051	1317	59714	1089	173	350	2383	1631
KLHDC3	3472	765	49254	695	126	260	1884	1096
RRP36	5152	944	58735	953	142	322	2279	1615
CUL7	177	248	2922	113	22	45	161	202
KLC4	291	178	4838	121	20	60	167	189
MRPL2	4102	705	51083	671	112	225	2282	999
PTK7	1426	861	16198	765	133	258	907	1048
SRF	541	403	8823	275	53	77	336	290
CUL9	49	111	811	62	17	21	45	110
DNPH1	2845	1882	41259	1125	278	396	2420	1376
TTBK1	5	6	197	4	1	3	4	14
SLC22A7	0	2	2	2	0	0	0	0
CRIP3	472	91	7501	120	23	46	499	147
ZNF318	822	314	10129	231	53	93	551	292
ABCC10	208	132	2259	81	16	29	104	113
DLK2	18	10	409	6	1	1	3	10
TJAP1	574	263	7768	186	35	73	330	272
LRRC73	41	50	1074	9	8	11	23	28
POLR1C	1458	626	19111	499	86	155	654	670
YIPF3	3166	1140	40516	733	153	296	1888	1248
XPO5	1622	570	19643	462	103	162	1041	703
POLH	284	308	2679	156	33	57	110	294
GTPBP2	393	183	5007	109	30	58	247	202
MAD2L1BP	1108	278	14739	218	36	101	596	369
RSPH9	52	174	671	45	18	33	32	110
MRPS18A	3178	710	45569	724	86	220	1681	1035
VEGFA	653	243	10601	303	55	166	509	408
C6orf223	21	4	142	13	1	2	14	5
MRPL14	11012	2454	131172	2227	394	800	5849	3518
TMEM63B	808	251	10152	233	57	84	456	346
CAPN11	22	5	402	3	2	2	20	16
MYMX	556	9	2254	15	5	8	117	49
SLC29A1	3776	338	39043	512	75	147	1633	858
HSP90AB1	179436	35425	2155950	35614	5848	12789	100505	57730
SLC35B2	942	238	17202	211	32	65	475	304
NFKBIE	247	97	5159	77	12	30	147	119
TMEM151B	68	21	1763	27	4	10	35	50
TCTE1	1	9	28	3	2	1	1	6
AARS2	649	191	7744	140	27	41	246	206
SPATS1	0	4	0	4	1	0	0	8
CDC5L	4526	2095	56936	1461	268	476	2620	2214
SUPT3H	1219	3356	12310	2159	472	803	850	3089
RUNX2	5	192	36	111	24	38	2	114
CLIC5	3	10	37	61	2	13	2	4
ENPP4	105	66	1463	48	7	20	70	68
ENPP5	265	24	3622	101	12	28	212	111
RCAN2	54	237	1150	260	50	88	95	266
CYP39A1	19	180	453	77	23	42	18	101
SLC25A27	22	241	884	123	17	69	37	125
TDRD6	38	5	71	4	0	1	6	6
PLA2G7	30	26	1095	60	5	19	103	38
ANKRD66	0	5	15	2	0	1	2	1
MEP1A	5	4	27	2	0	0	1	2
ADGRF5	0	1	4	0	0	1	0	0
ADGRF1	1	1	7	0	0	0	0	1
TNFRSF21	665	304	6332	287	48	100	379	391
CD2AP	3290	1399	41182	1628	268	529	1888	2400
ADGRF2	0	8	7	16	0	1	0	12
ADGRF4	0	0	2	4	0	0	0	0
OPN5	1	4	2	0	0	0	0	4
PTCHD4	5	1090	86	225	22	151	4	764
MMUT	701	435	8968	201	45	80	436	330
CENPQ	1050	624	10524	347	63	128	528	578
GLYATL3	0	1	0	0	0	0	0	2
C6orf141	106	51	343	78	27	91	180	85
RHAG	2	3	3	0	1	2	5	1
CRISP2	17	7	331	2	1	0	3	4
CRISP3	0	0	0	0	0	0	0	0
PGK2	0	0	1	0	0	0	0	0
CRISP1	0	1	1	0	0	0	0	0
DEFB133	0	7	3	0	0	1	1	0
DEFB114	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0
DEFB110	0	0	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0	0	0
TFAP2D	1	0	4	3	0	1	0	1
TFAP2B	44	288	365	320	52	99	23	192
PKHD1	1	115	31	51	8	8	1	63
IL17A	0	0	1	0	0	0	0	0
IL17F	0	0	0	1	0	0	0	2
MCM3	9119	1787	109609	2058	323	729	5406	3220
PAQR8	179	106	1792	52	22	33	185	134
EFHC1	300	1008	7013	271	94	193	313	572
TRAM2	463	270	5699	163	39	70	196	280
TMEM14A	638	490	9264	280	58	128	490	374
GSTA2	6	17	68	8	3	0	10	7
GSTA1	14	15	71	8	1	1	10	19
GSTA5	0	1	1	0	0	0	0	0
GSTA3	11	0	127	1	0	1	2	0
GSTA4	1298	1318	14387	479	139	270	758	861
ICK	828	440	8697	248	40	94	449	381
FBXO9	1678	454	21678	506	70	134	932	632
GCM1	0	0	3	0	0	1	0	1
ELOVL5	2125	1402	29164	907	218	330	1492	1347
GCLC	1374	378	12295	459	96	162	722	661
KLHL31	6	14	49	6	1	5	3	5
LRRC1	459	254	5508	188	43	95	271	364
MLIP	0	6	11	4	0	0	0	5
TINAG	0	1	4	0	0	0	0	1
FAM83B	229	52	1731	130	14	36	101	83
HCRTR2	2	69	31	23	8	16	0	46
GFRAL	0	6	2	3	0	1	0	12
HMGCLL1	6	499	98	103	45	103	5	154
BMP5	4	1475	122	610	115	310	12	681
COL21A1	125	53	1389	45	8	19	98	98
DST	3493	2822	53944	2542	570	1065	2001	3683
BEND6	57	19	421	75	8	12	16	31
KIAA1586	895	830	11483	504	109	196	550	642
ZNF451	1337	1194	14735	798	131	312	733	1052
BAG2	1703	348	13201	218	34	99	857	479
RAB23	436	324	6464	174	45	87	319	340
PRIM2	2227	2116	28773	1760	328	631	1531	2933
KHDRBS2	53	2999	851	1755	409	727	111	2459
FKBP1C	70	4	779	5	2	2	24	5
LGSN	3	7	37	2	1	3	1	6
PTP4A1	1	4	9	1	2	4	2	2
AL135905.2	30	18	376	27	2	3	16	31
PHF3	3666	2268	47911	1560	335	603	2214	2455
EYS	9	118	15	42	14	25	3	134
ADGRB3	8	2298	115	272	114	305	3	992
LMBRD1	854	770	8605	516	90	178	510	694
COL19A1	0	24	6	10	1	8	0	21
COL9A1	88	967	3565	129	42	128	155	344
FAM135A	609	1602	6311	846	210	350	365	1413
SDHAF4	473	410	5159	206	50	110	351	348
SMAP1	3324	2158	40841	1474	328	543	2479	2051
B3GAT2	109	95	1038	60	24	23	104	76
OGFRL1	193	208	3237	112	26	42	172	171
RIMS1	21	344	167	213	66	122	22	210
KCNQ5	6	361	89	282	19	107	9	131
KHDC1L	119	3	55	2	1	0	1	7
KHDC1	153	613	4805	360	78	129	240	515
DPPA5	7276	22	21046	29	26	32	1796	1088
KHDC3L	335	9	2217	0	0	0	47	30
OOEP	86	201	550	361	35	78	32	330
DDX43	120	11	966	2	0	2	40	24
CGAS	603	140	2561	46	34	61	260	241
MTO1	793	297	9664	196	50	78	469	405
EEF1A1	41273	100046	603917	97152	16717	38458	26048	172606
SLC17A5	1131	234	14425	229	65	66	526	440
CD109	101	37	824	69	18	26	49	51
COL12A1	18	20	456	114	13	49	9	7
COX7A2	35276	5290	397563	4823	909	1587	17057	8117
TMEM30A	1757	675	23008	459	115	226	875	891
FILIP1	440	186	12043	221	26	113	253	202
SENP6	3214	3091	40250	2470	452	847	2004	3534
MYO6	2607	844	22648	1234	237	344	1605	1637
IMPG1	4	7	63	5	1	3	3	6
HTR1B	1	0	21	1	0	0	0	0
MEI4	39	200	237	67	32	30	11	124
IRAK1BP1	389	1445	3971	498	139	266	237	844
PHIP	5778	3904	65740	2768	526	988	4042	4437
HMGN3	20074	6639	273122	5288	880	1930	11930	6887
LCA5	211	334	3588	157	41	86	191	228
SH3BGRL2	299	333	3357	233	52	114	253	363
ELOVL4	752	212	13093	224	42	58	476	307
TTK	2968	1069	30817	820	154	282	1843	1165
BCKDHB	556	2419	10766	1346	287	633	666	1706
TENT5A	137	131	2158	98	23	49	73	115
IBTK	2023	1627	19091	730	191	361	849	1360
TPBG	1367	6172	14371	1441	427	1310	992	3010
UBE3D	809	2847	9696	1200	301	714	635	2090
DOP1A	327	642	3914	498	108	225	178	816
PGM3	1766	771	22481	627	106	187	1149	852
RWDD2A	281	139	4925	90	17	42	174	136
ME1	481	253	3684	337	33	95	138	290
PRSS35	100	108	589	40	14	30	29	44
SNAP91	16	98	475	66	14	30	12	69
RIPPLY2	49	10	541	3	2	1	25	7
CYB5R4	618	376	7954	255	58	97	250	446
MRAP2	539	126	6459	93	35	15	127	229
CEP162	606	995	5534	475	99	201	373	688
TBX18	0	5	5	3	1	3	0	0
NT5E	3	4	66	7	0	1	7	5
SNX14	860	700	10484	521	136	212	454	768
SYNCRIP	10281	2668	116074	2845	489	1065	5357	4655
HTR1E	2	16	38	6	6	21	1	41
CGA	1	3	34	19	1	1	0	1
ZNF292	3770	3960	44373	2848	636	1135	2537	4278
GJB7	61	31	2035	123	21	23	115	102
SMIM8	1194	731	12778	432	110	190	732	693
C6orf163	36	19	598	15	2	4	36	24
CFAP206	3	74	24	29	3	16	1	40
SLC35A1	390	383	4749	186	64	90	180	342
RARS2	1932	1547	24853	1001	188	378	1335	1331
ORC3	2558	1247	30541	934	198	355	1713	1320
AKIRIN2	4270	1056	51850	1001	177	379	2948	1788
SPACA1	1	0	8	0	0	0	0	0
CNR1	76	138	1197	50	24	25	15	90
RNGTT	822	1885	9742	1193	261	439	534	1917
PNRC1	3228	964	32745	1135	192	398	1645	1272
SRSF12	294	717	4667	326	63	142	183	350
PM20D2	243	216	6545	191	35	68	152	150
GABRR1	13	7	117	16	2	7	5	13
GABRR2	2	8	11	7	1	4	0	9
UBE2J1	236	682	5633	407	80	152	228	401
RRAGD	389	444	14659	231	79	91	247	325
ANKRD6	57	836	1080	330	102	203	29	539
LYRM2	1492	1621	21072	713	151	340	978	1076
MDN1	7314	1143	83478	2266	481	670	4342	3934
CASP8AP2	1689	1072	15770	668	153	260	739	1015
GJA10	0	7	19	6	0	1	2	8
BACH2	117	1710	2142	869	199	349	51	1100
MAP3K7	1568	799	19348	681	126	241	961	1016
EPHA7	359	2472	4559	1071	526	1212	173	2160
MANEA	313	385	5368	202	41	90	212	387
FUT9	30	680	589	265	28	118	41	433
UFL1	1692	999	18247	637	139	269	1043	898
FHL5	0	1	2	0	0	0	0	0
GPR63	229	337	2492	191	52	87	202	308
NDUFAF4	6069	900	76552	1093	143	324	3008	1257
KLHL32	9	131	239	31	20	33	8	46
MMS22L	1401	1647	12971	1151	291	443	733	1757
POU3F2	31	889	242	119	85	149	8	478
FBXL4	448	691	5049	419	107	147	332	637
FAXC	434	261	8734	233	70	104	276	362
COQ3	1474	363	23415	296	52	159	918	503
PNISR	15138	6351	213679	4324	826	1763	10529	6360
USP45	669	591	7288	403	100	153	425	689
TSTD3	284	1001	2900	509	102	197	227	639
CCNC	9780	1292	104882	1698	246	472	4324	2108
PRDM13	7	0	106	1	0	1	3	0
MCHR2	0	2	3	4	0	2	1	2
SIM1	0	3	24	6	0	1	1	3
ASCC3	3661	3075	42752	2238	356	784	1596	4160
GRIK2	13	570	431	282	35	75	25	624
HACE1	258	759	3392	399	87	152	161	645
LIN28B	3786	3413	39709	2494	517	992	2326	4043
BVES	25	61	660	34	5	6	31	46
POPDC3	263	10	3081	23	9	4	228	29
PREP	973	547	11780	496	105	160	667	830
PRDM1	72	190	490	126	8	65	20	141
ATG5	2848	1084	34315	943	154	318	1567	1412
CRYBG1	294	40	2403	177	34	49	132	255
RTN4IP1	833	290	9272	224	46	90	504	365
QRSL1	1939	577	22594	460	106	196	991	734
CD24	32219	5541	477125	11301	1441	4160	25414	16751
MTRES1	1817	567	24398	410	83	163	950	723
BEND3	506	267	5851	249	72	98	394	427
PDSS2	708	1592	8809	1113	284	389	460	2029
SOBP	61	1376	1962	445	144	230	90	1171
SCML4	1	0	3	7	0	1	0	3
SEC63	3282	1691	36425	1133	309	482	2082	2004
OSTM1	1315	431	14256	401	94	114	594	567
NR2E1	3	10	43	4	1	5	0	10
SNX3	11819	2522	144925	2188	442	739	6157	3282
AFG1L	237	461	3686	337	89	117	153	523
FOXO3	608	671	10661	646	140	256	384	1145
ARMC2	65	693	941	197	58	115	35	398
SESN1	1233	718	15851	431	87	177	528	805
CEP57L1	438	928	5664	297	84	165	345	573
CD164	2667	808	32043	884	128	340	1794	996
PPIL6	54	480	615	95	47	74	33	178
SMPD2	336	117	4131	64	17	28	158	105
MICAL1	410	122	6900	108	22	29	282	179
ZBTB24	1172	298	13084	327	54	100	611	441
AK9	74	273	1376	88	36	63	52	175
FIG4	414	405	6346	264	58	122	302	487
GPR6	1	1	27	1	0	0	0	2
WASF1	559	1899	9614	692	192	400	464	1156
CDC40	2936	1029	32766	745	153	270	1736	1370
METTL24	2	539	36	165	51	93	1	212
DDO	2	0	2	0	0	0	0	1
SLC22A16	0	0	3	4	0	0	1	3
CDK19	334	2294	4693	1199	308	466	267	1835
AMD1	6771	1376	84008	1593	253	497	3761	2333
GTF3C6	10382	2990	132398	2298	427	816	6351	3012
RPF2	4600	878	64263	1023	150	271	3099	1728
SLC16A10	935	259	21074	414	79	117	526	686
MFSD4B	1044	1040	18174	606	130	303	619	1010
REV3L	414	2026	6480	770	195	338	293	1561
TRAF3IP2	528	151	5246	147	37	54	353	319
FYN	1027	2369	17798	1274	270	488	848	1858
CCN6	4	0	30	0	1	0	1	4
TUBE1	563	281	7394	158	40	61	342	287
FAM229B	1121	1207	12637	396	122	270	1032	790
LAMA4	21	124	479	34	21	34	15	87
RFPL4B	55	0	7	0	0	0	0	0
MARCKS	5085	15422	58337	5946	1821	3696	7320	9840
HDAC2	14071	4301	173776	3426	637	1385	8785	6389
HS3ST5	128	86	2751	437	48	195	100	1101
FRK	6	7	114	23	6	11	9	12
NT5DC1	1985	840	20287	944	166	334	1169	1346
COL10A1	1	20	13	18	4	5	1	22
TSPYL4	440	646	5167	272	77	147	277	379
DSE	1141	910	9316	554	145	242	632	1216
TSPYL1	2107	582	23797	477	102	218	1179	652
CALHM6	18	60	245	53	8	13	17	47
TRAPPC3L	0	1	2	0	0	1	1	0
CALHM5	0	20	15	6	0	2	3	19
CALHM4	1	0	4	0	0	1	0	0
RWDD1	6889	2356	87694	1728	368	568	3724	2485
RSPH4A	16	76	326	12	12	16	19	32
ZUP1	1003	305	10581	244	49	98	540	420
KPNA5	686	782	8148	391	121	175	455	658
FAM162B	89	15	3088	21	2	10	81	34
GPRC6A	40	6	151	2	1	0	17	5
RFX6	1	12	13	4	0	2	1	2
VGLL2	12	0	111	2	0	3	6	1
ROS1	1	0	0	0	0	1	0	0
DCBLD1	290	106	3479	120	43	51	227	193
GOPC	2332	763	30360	354	142	222	691	1006
NUS1	1029	878	11424	787	118	241	543	1164
SLC35F1	288	7375	1687	1838	1877	2281	249	3948
CEP85L	398	805	5396	396	79	168	260	589
PLN	1	15	5	7	1	9	0	6
MCM9	198	746	1979	433	107	137	166	768
ASF1A	2234	680	27850	575	91	204	1175	810
FAM184A	228	543	4281	376	81	162	269	507
MAN1A1	88	300	1652	251	78	68	101	376
TBC1D32	198	1380	2551	660	171	296	121	995
GJA1	16116	1375	168166	4542	488	1244	8342	5586
HSF2	430	760	7677	310	90	137	344	453
SERINC1	1170	877	15532	516	103	289	806	736
PKIB	2029	2257	21344	432	58	565	1220	1339
FABP7	394	5880	4287	728	294	464	253	2512
SMPDL3A	63	98	877	46	9	34	36	53
CLVS2	7	92	49	17	17	26	10	61
TRDN	3056	81	25824	1197	5	133	861	974
NKAIN2	8	1181	97	966	176	309	8	983
RNF217	121	536	2906	365	72	107	225	439
TPD52L1	292	189	2644	121	41	90	295	211
HDDC2	4287	2068	60268	1441	273	476	3979	1788
HEY2	1784	92	28929	328	67	80	704	388
NCOA7	200	235	4562	280	35	94	188	294
HINT3	569	343	8468	197	47	102	460	294
TRMT11	1907	1732	18776	1238	227	438	1180	1704
CENPW	6936	2462	86571	1573	292	616	3715	2882
RSPO3	158	4654	1578	957	452	916	138	2310
RNF146	1216	734	13616	431	98	190	818	617
ECHDC1	3630	1757	59308	1022	206	378	1568	1765
KIAA0408	1	230	44	42	24	35	4	122
SOGA3	1	494	36	113	37	89	2	225
C6orf58	8	40	51	13	3	4	3	26
THEMIS	0	9	0	3	0	1	0	4
PTPRK	144	3744	1630	2281	544	910	101	3719
LAMA2	202	355	1430	459	51	62	83	652
ARHGAP18	353	178	6751	176	29	110	210	228
TMEM244	0	1	0	0	0	0	0	0
L3MBTL3	479	525	4297	256	81	102	344	426
SAMD3	18	63	237	140	13	21	20	261
TMEM200A	70	31	1185	86	12	27	50	109
SMLR1	3	7	32	1	1	0	5	4
EPB41L2	2145	1916	31446	1580	282	517	1890	2072
AKAP7	690	377	18621	381	79	103	567	447
ARG1	22	5	57	9	0	0	1	266
MED23	417	551	4678	305	62	135	269	490
ENPP3	1	15	30	5	0	3	1	5
OR2A4	0	0	0	0	0	0	0	0
CTAGE9	0	1	81	0	0	1	0	0
ENPP1	1812	160	28616	414	47	84	919	581
CCN2	1535	769	19924	813	195	477	1356	491
MOXD1	24	66	482	40	7	24	41	55
STX7	1259	447	16200	405	102	166	754	571
TAAR9	0	0	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0	0	0
TAAR5	0	0	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0	0	0
TAAR1	0	0	0	0	0	0	0	0
VNN1	1	0	10	0	0	0	0	0
VNN3	0	0	0	0	0	0	0	0
VNN2	0	2	1	1	0	0	0	0
SLC18B1	974	269	8378	172	57	75	422	330
RPS12	376014	61537	3549924	65363	10500	22660	203982	98538
EYA4	24	308	117	241	41	187	7	138
TCF21	7	1	83	2	0	0	2	4
TBPL1	3055	914	40575	707	123	264	1699	1091
SLC2A12	42	132	553	83	13	44	39	117
SGK1	1033	49	3863	101	18	16	221	176
ALDH8A1	3	1	59	1	1	1	0	10
HBS1L	2187	1001	24722	805	194	293	1358	1484
MYB	146	52	2070	35	13	12	108	71
AHI1	598	1994	9212	863	211	391	598	1461
PDE7B	3	102	20	18	8	16	1	52
MTFR2	771	150	10097	153	20	41	384	232
BCLAF1	5033	2886	57357	2544	427	989	2907	3509
MAP7	1551	440	25527	946	221	307	1109	2087
MAP3K5	33	42	729	89	12	28	25	118
PEX7	621	368	9728	279	67	107	492	442
SLC35D3	45	8	962	3	0	0	19	18
IL20RA	52	5	770	10	4	4	32	18
IL22RA2	0	1	0	0	0	0	0	0
IFNGR1	878	427	12103	318	59	101	700	454
OLIG3	60	235	134	124	54	84	27	179
TNFAIP3	65	46	804	76	3	18	30	32
PERP	9142	1342	86732	1877	291	662	3471	2459
ARFGEF3	820	186	12301	443	84	149	594	663
PBOV1	1	1	6	1	0	0	0	0
SMIM28	0	0	3	0	0	0	0	0
HEBP2	5415	898	47253	1474	212	389	2579	1832
NHSL1	597	2431	6106	1440	414	581	389	2657
GVQW2	16	52	328	28	5	22	18	72
CCDC28A	395	227	6026	180	28	55	240	209
ECT2L	13	32	48	10	1	6	5	24
REPS1	1291	1227	14356	946	200	352	808	1304
ABRACL	14794	2180	193199	3015	417	941	8074	3967
HECA	162	250	1870	185	25	53	103	174
TXLNB	3	42	62	24	7	20	2	15
CITED2	1357	1820	15520	1284	214	643	1398	1487
NMBR	0	20	2	5	1	3	0	3
GJE1	0	0	0	0	0	0	0	0
VTA1	2520	1084	31189	880	155	297	1474	1316
ADGRG6	28	186	856	36	12	17	30	70
HIVEP2	184	368	1660	447	125	121	157	774
AIG1	2529	1560	46759	1215	174	513	1522	1540
ADAT2	624	343	5535	184	37	91	481	333
PEX3	1218	370	15396	346	65	112	725	443
FUCA2	1681	1094	30473	719	138	274	1331	1090
PHACTR2	3931	2327	53617	1422	368	670	1716	2562
LTV1	3774	717	43308	700	111	221	1728	990
ZC2HC1B	0	1	0	2	0	2	1	0
PLAGL1	84	3972	795	978	217	356	62	1447
SF3B5	8345	3152	113184	2188	423	826	5196	3181
STX11	4	1	146	0	2	0	2	3
UTRN	1386	3365	35187	2256	449	948	1143	3953
EPM2A	131	294	1264	212	47	87	105	263
FBXO30	523	395	4992	271	50	120	326	380
SHPRH	2607	1782	27067	1090	258	442	1517	1819
GRM1	6	97	86	33	8	19	2	108
RAB32	429	1185	8079	492	92	184	317	664
ADGB	2	21	19	11	1	2	1	8
STXBP5	188	1240	1774	659	188	266	101	1186
SAMD5	54	552	885	111	38	165	54	202
SASH1	881	1631	10819	946	199	374	356	1507
UST	608	1908	11438	2043	403	604	306	4735
TAB2	1193	1521	12413	1018	202	363	653	1453
SUMO4	147	61	758	34	10	14	69	48
ZC3H12D	4	2	51	1	1	0	0	2
PPIL4	3628	1452	37143	926	208	360	2095	1555
GINM1	1637	853	17408	524	130	260	893	917
KATNA1	1947	313	19811	382	83	142	945	537
LATS1	520	848	5996	526	113	222	352	774
NUP43	1493	536	16698	488	92	168	946	843
PCMT1	11115	1749	133156	1817	318	684	5161	2968
LRP11	52	380	1259	184	67	125	50	366
RAET1E	0	3	4	0	1	0	0	2
RAET1G	1	0	36	1	0	1	0	1
ULBP2	7	1	100	0	0	0	0	4
ULBP1	10	16	164	4	0	6	5	3
RAET1L	4	1	24	0	0	0	0	0
ULBP3	48	50	484	16	3	15	25	38
PPP1R14C	142	132	341	81	43	44	36	108
IYD	0	3	3	2	1	1	0	0
PLEKHG1	29	1853	357	371	132	266	23	874
MTHFD1L	2515	1374	28463	1852	270	531	1624	2507
AKAP12	9984	2803	79684	1934	444	846	3863	3805
ZBTB2	537	233	5538	227	34	81	261	348
RMND1	1914	712	20433	486	123	180	892	886
ARMT1	11394	673	104059	1021	240	301	4616	2195
CCDC170	13	31	121	15	5	1	5	20
ESR1	1	12	42	12	3	2	2	19
SYNE1	96	409	1081	183	48	82	37	214
MYCT1	381	5	4131	23	9	5	121	97
VIP	0	0	3	0	0	1	0	2
FBXO5	2559	1119	27628	789	127	314	1733	1316
MTRF1L	877	435	11265	410	79	158	418	588
