meso_rep1	meso_rep2	meso_rep3	meso_rep4	meso_rep5	meso_rep6
Suco	314	108	133	116	78	106
Pigc	39	17	18	19	14	13
Dnm3	31	18	17	17	11	14
Dnm3os	149	94	58	42	42	41
Mettl13	50	21	24	30	21	18
Vamp4	119	51	55	41	38	43
Prrc2c	2593	1077	1291	1131	797	831
Fmo1	16	10	6	3	3	1
Fmo2	7	9	3	5	2	3
Prrx1	235	140	99	101	80	69
Gm26523	5	2	2	0	0	0
Gorab	55	24	25	26	22	29
Kifap3	307	137	147	162	110	123
Scyl3	31	8	9	10	6	6
BC055324	40	9	20	13	12	16
Mettl18	19	7	9	11	8	8
Sele	7	5	7	0	0	5
F5	2	0	0	0	0	0
Slc19a2	39	24	24	23	16	13
Ccdc181	18	8	11	11	10	12
Blzf1	82	39	43	31	19	34
Nme7	98	41	44	45	41	51
Atp1b1	197	108	82	88	62	77
Dpt	17	10	7	5	6	0
Sft2d2	37	12	28	15	17	19
Tiprl	308	150	135	146	99	116
Gpr161	6	6	6	8	4	4
Dcaf6	34	24	9	16	9	16
Mpc2	604	264	223	208	171	150
Adcy10	2	3	1	2	0	2
Mpzl1	343	181	144	157	132	106
Rcsd1	95	47	43	35	33	35
Creg1	289	118	115	102	79	83
Cd247	2	1	1	0	0	0
Pou2f1	97	33	64	48	31	32
Dusp27	2	3	3	2	3	0
Gpa33	2	0	0	1	0	0
Mael	1	1	0	1	0	0
Ildr2	21	15	6	7	8	5
Gm15853	1	2	1	0	0	0
Tada1	43	21	22	22	18	16
Pogk	57	23	26	29	25	25
Fam78b	7	5	0	1	2	2
Uck2	231	83	131	120	76	69
Tmco1	315	159	171	170	141	154
Aldh9a1	90	44	65	77	42	35
Mgst3	98	44	36	41	36	35
Rxrg	3	4	3	3	4	0
Lmx1a	5	1	1	3	1	1
Pbx1	678	342	284	265	171	219
Nuf2	91	50	37	41	24	31
Rgs5	292	88	108	102	98	102
Rgs4	20	8	22	12	7	5
Ccdc190	0	0	0	0	0	0
Hsd17b7	111	35	33	41	29	34
X3110045C21Rik	20	6	13	9	5	11
Ddr2	139	86	45	25	28	34
Uap1	176	46	61	64	43	41
Gm37748	4	0	1	0	0	0
Uhmk1	66	26	40	40	24	27
X4930500M09Rik	1	5	0	0	0	3
Gm7694	6	3	5	3	1	6
Nos1ap	29	4	17	10	13	12
Olfml2b	43	31	4	10	9	13
Atf6	73	33	43	37	24	30
Dusp12	80	30	29	35	21	33
Gm26620	4	1	1	0	5	0
Fcgr3	1	0	0	0	2	1
Cfap126	12	7	4	0	5	3
Sdhc	438	206	181	197	147	120
Mpz	0	0	1	0	0	1
Pcp4l1	39	33	16	19	7	10
Tomm40l	35	10	21	18	13	13
Apoa2	32	14	6	13	12	7
Fcer1g	0	9	0	2	2	0
Ndufs2	907	421	368	388	318	270
Adamts4	21	13	3	5	11	3
B4galt3	82	40	37	48	37	33
Ppox	52	23	34	22	17	23
Usp21	38	25	22	19	9	10
Ufc1	612	266	275	279	219	189
Gm20045	28	9	18	12	5	6
Dedd	51	20	30	30	25	28
Nit1	137	83	57	49	59	52
Pfdn2	1101	408	482	443	387	376
Klhdc9	9	4	4	4	3	4
Nectin4	6	4	1	2	1	0
Arhgap30	4	0	0	1	1	0
Usf1	121	48	48	52	41	37
Tstd1	0	0	0	0	0	0
Gm26641	2	0	1	1	0	0
F11r	16	10	8	1	16	9
B930036N10Rik	84	74	39	41	34	34
Alyref2	45	30	24	35	22	22
Cd84	0	0	0	0	0	0
Gm37065	0	0	0	0	1	0
Vangl2	126	56	49	52	37	51
Ncstn	97	34	44	49	33	27
Copa	547	238	273	240	164	197
Pex19	183	78	75	93	65	53
Dcaf8	335	185	183	161	134	140
Pea15a	96	59	48	52	34	34
Casq1	3	2	1	0	1	0
Igsf8	91	46	35	36	23	33
Atp1a2	79	62	37	43	16	22
Kcnj9	0	0	0	0	0	0
Kcnj10	1	1	0	0	0	0
Pigm	76	27	41	30	31	26
Igsf9	9	3	8	1	6	1
Tagln2	939	456	371	415	344	276
Cfap45	6	4	3	3	3	1
Dusp23	66	30	30	38	26	31
Ackr1	1	2	1	0	0	0
Cadm3	1	3	2	2	1	1
Aim2	8	1	2	4	5	3
Ifi204	6	3	2	5	3	0
Mndal	3	3	3	2	2	1
Ifi203	15	4	2	0	2	1
Ifi202b	2	1	0	0	1	0
Spta1	0	1	0	0	0	0
Fmn2	12	6	3	5	5	3
Grem2	20	10	8	8	4	5
Rgs7	0	0	0	0	0	0
Fh1	321	144	157	152	118	128
Opn3	9	8	5	5	10	3
Chml	30	15	16	14	5	6
Exo1	88	36	56	29	32	32
Pld5	3	2	0	4	0	1
Rbm8a2	7	0	3	4	1	0
Cep170	184	88	92	71	65	53
Sdccag8	55	31	31	23	23	23
Akt3	128	55	65	47	50	48
Gm26801	0	0	0	0	0	0
Zbtb18	25	21	18	16	15	16
X1700016C15Rik	0	0	0	0	0	0
Adss	538	209	213	217	159	156
Desi2	422	187	155	150	135	125
B230369F24Rik	38	14	15	13	8	8
Cox20	162	81	69	89	52	43
Hnrnpu	3477	1183	1675	1505	981	1051
Efcab2	32	13	13	10	9	13
Kif26b	103	43	36	30	22	25
Smyd3	77	36	41	31	26	26
Tfb2m	103	37	49	58	24	38
Cnst	32	10	16	13	13	3
Sccpdh	103	54	64	59	43	53
Ahctf1	298	120	134	127	90	82
Cdc42bpa	93	47	49	48	32	35
Coq8a	10	8	7	6	5	8
Psen2	47	16	23	21	18	19
Itpkb	40	17	20	22	11	12
Stum	1	1	1	4	1	2
Parp1	639	292	354	382	204	217
Lin9	66	25	35	35	21	21
Mixl1	16	8	1	5	4	3
Acbd3	600	300	271	246	189	231
Gm37768	3	1	1	0	0	1
H3f3a	5807	2524	2368	2356	1738	1605
Gm17275	3	2	1	3	1	0
H3f3aos	6	6	2	2	2	2
Sde2	568	273	244	240	175	162
Lefty2	26	19	21	19	9	16
Pycr2	240	108	116	116	77	85
Lefty1	22	16	18	20	39	28
Tmem63a	21	10	11	8	6	6
Ephx1	10	11	6	4	2	4
Nvl	203	92	106	111	80	84
Cnih4	602	247	315	349	250	236
Wdr26	579	235	235	221	150	165
A430110L20Rik	2	2	1	1	0	1
Cnih3	3	2	0	0	0	0
Dnah14	0	0	0	0	1	0
Lbr	300	111	138	125	71	90
Enah	515	218	224	208	177	173
Srp9	1190	517	534	484	349	333
Degs1	284	122	130	146	115	105
Fbxo28	136	54	41	42	60	38
Trp53bp2	155	66	77	71	50	48
Capn2	208	80	91	90	62	55
Susd4	28	22	11	12	16	15
Tlr5	0	0	3	0	0	1
Disp1	25	10	14	10	8	7
Brox	80	47	31	32	26	35
Aida	150	64	64	77	55	59
Mia3	251	121	110	111	98	99
Taf1a	36	23	18	18	12	9
Gm37986	3	2	2	2	2	0
Dusp10	55	22	19	16	7	8
X1700056E22Rik	17	0	4	7	4	2
Hlx	23	8	13	11	4	5
Marc1	1	0	0	0	0	1
Marc2	283	135	108	134	109	91
C130074G19Rik	2	0	3	0	0	2
Mark1	57	57	38	36	18	26
Gm37662	0	0	1	3	0	0
Rab3gap2	48	39	29	17	13	19
Iars2	129	56	57	67	38	31
Bpnt1	72	21	40	29	18	25
X4930532G15Rik	34	10	7	5	12	16
Eprs	1639	710	776	735	496	521
Slc30a10	1	3	1	2	0	2
Lyplal1	35	14	18	16	17	13
Tgfb2	432	171	179	155	121	135
Rrp15	383	121	165	153	130	101
A430105J06Rik	12	8	6	5	5	4
X1700023G09Rik	0	0	0	0	0	0
D1Pas1	0	0	0	0	0	0
Spata17	2	2	0	1	0	0
Gpatch2	98	49	43	38	25	21
Esrrg	1	1	1	1	0	0
Kctd3	71	29	39	32	38	29
Kcnk2	53	41	24	18	19	18
A430027H14Rik	0	3	1	1	0	0
Cenpf	802	403	496	409	287	252
Ptpn14	53	24	37	30	22	23
Gm26574	0	0	2	0	0	0
Gm37422	0	0	1	1	0	1
Smyd2	153	84	78	81	64	57
Prox1	35	16	17	12	7	11
Prox1os	1	0	2	0	0	0
Rps6kc1	19	12	19	19	13	6
Angel2	138	77	73	66	49	58
Vash2	68	30	24	25	18	14
Flvcr1	63	21	15	15	7	11
A230020J21Rik	0	1	0	0	1	0
Spata45	0	0	0	1	0	0
Tatdn3	39	17	16	17	16	9
Nsl1	24	5	14	21	11	9
Batf3	69	44	28	27	17	12
Fam71a	7	3	7	3	5	2
Atf3	708	292	264	225	134	179
D730003I15Rik	23	19	17	17	13	8
Nenf	755	379	326	319	276	247
Tmem206	18	6	8	10	12	10
Ppp2r5a	211	75	80	86	65	67
Gm32200	1	0	0	0	0	0
Dtl	259	126	155	140	77	83
Ints7	87	34	48	39	25	35
Lpgat1	126	86	68	83	42	42
Gm38037	11	1	2	4	3	3
Nek2	59	31	38	43	21	17
X1700034H15Rik	2	0	0	1	1	0
Slc30a1	94	39	48	39	17	11
Gm26670	12	8	6	4	6	6
Traf5	64	32	19	14	11	8
Gm26879	6	0	2	1	4	1
Rcor3	64	31	24	32	14	16
Kcnh1	1	2	0	0	0	1
Hhat	9	5	5	5	1	1
Sertad4	52	20	21	41	19	14
Gm15867	1	2	0	2	1	0
Syt14	29	11	15	12	11	16
Diexf	43	23	22	21	22	14
Irf6	8	3	1	3	2	2
A130010J15Rik	37	12	18	16	16	13
Traf3ip3	5	2	0	1	0	0
Lamb3	2	2	2	1	0	1
Hsd11b1	13	5	3	1	4	7
G0s2	220	146	72	79	78	69
Camk1g	14	14	5	12	4	4
X4631405K08Rik	0	3	0	0	1	0
Plxna2	125	64	55	61	44	41
Cd34	108	60	35	32	15	13
Cd46	1	2	2	0	0	0
Cr1l	112	44	56	54	46	44
Cr2	1	0	0	0	0	0
Fam171a1	61	34	31	28	23	25
Nmt2	112	46	52	70	34	47
Rpp38	23	13	12	12	19	11
Acbd7	2	3	5	0	3	2
Meig1	2	1	0	0	2	1
Dclre1c	18	4	2	9	7	2
Suv39h2	96	39	47	40	30	34
Hspa14	353	133	187	163	130	137
Gm45902	13	9	7	5	2	11
Cdnf	1	0	2	1	0	0
Fam107b	135	53	48	51	46	27
Frmd4a	169	83	80	58	43	59
Gm13179	5	0	1	1	0	0
Prpf18	80	36	39	26	29	32
Bend7	31	11	11	11	5	4
Sephs1	139	54	66	45	36	44
Phyh	60	45	30	25	18	36
Ucma	0	0	1	0	1	1
Mcm10	106	48	52	64	35	27
Optn	29	15	15	16	11	14
Gm26776	0	0	0	0	0	0
Ccdc3	48	35	12	16	8	18
Camk1d	51	26	13	14	10	7
Cdc123	412	183	180	204	138	145
Nudt5	342	138	190	193	127	113
Gm13199	3	2	1	1	0	0
Sec61a2	128	62	64	49	37	43
Dhtkd1	15	5	7	8	5	3
Upf2	143	73	83	91	57	65
Proser2	9	4	5	8	6	9
Echdc3	11	5	3	2	3	4
Usp6nl	55	27	17	22	20	19
Celf2	177	98	74	69	49	45
Gata3	38	5	16	19	12	6
Taf3	181	63	57	83	55	51
Atp5c1	1849	820	905	896	737	689
Kin	306	114	127	136	116	94
Itih2	0	1	0	0	0	0
Itih5	95	43	28	35	21	20
Sfmbt2	18	8	3	5	4	6
Prkcq	2	0	0	1	0	0
Pfkfb3	134	56	58	63	41	41
Rbm17	597	255	289	282	199	230
Il15ra	11	3	3	2	0	3
Fbxo18	108	57	36	53	30	37
Ankrd16	48	20	36	31	18	23
Itga8	105	54	56	43	36	45
Mindy3	98	29	43	42	27	24
Pter	30	24	20	23	10	9
C1ql3	3	3	0	0	1	0
Rsu1	334	154	146	140	120	98
Cubn	6	3	3	0	2	1
Trdmt1	18	8	6	6	9	1
Vim	6804	3001	2851	2906	2292	2186
St8sia6	1	0	1	0	1	0
Hacd1	278	106	110	111	83	80
Stam	100	36	42	60	37	46
Mrc1	1	1	0	0	0	2
Cacnb2	22	11	12	8	5	6
Gm10848	0	0	0	2	1	0
Gm13269	1	0	1	1	0	0
Nsun6	32	26	22	20	16	14
Arl5b	247	92	108	76	76	64
Malrd1	0	0	1	0	0	0
Plxdc2	200	105	92	75	44	48
Nebl	31	7	21	17	18	18
A930004D18Rik	7	3	7	4	2	2
Skida1	7	12	5	7	7	4
Mllt10	204	95	114	121	93	77
Dnajc1	409	177	157	172	97	113
Commd3	492	240	215	173	142	133
Bmi1	56	23	35	19	25	20
Pip4k2a	54	39	38	21	17	23
Armc3	0	1	0	0	0	1
Msrb2	54	24	19	22	15	18
Otud1	16	10	5	7	6	5
Etl4	78	32	48	32	26	32
Arhgap21	102	48	52	45	33	23
Gm13375	5	1	1	0	0	1
Enkur	10	4	4	2	2	1
Thnsl1	19	11	13	10	7	7
Gad2	14	8	1	3	1	1
Apbb1ip	18	8	5	4	2	3
Pdss1	32	14	16	19	13	9
Abi1	142	80	73	64	43	47
Acbd5	152	71	80	82	60	67
Mastl	51	33	27	38	24	18
Yme1l1	342	162	182	183	127	121
X4931423N10Rik	3	0	1	0	2	0
Spopl	79	22	35	29	24	22
Hnmt	0	1	0	1	1	0
Il1rn	0	0	0	1	0	0
Psd4	0	0	1	0	0	0
Pax8	2	0	0	1	0	1
Cacna1b	6	4	1	2	2	1
Ehmt1	350	161	157	176	113	136
Arrdc1	11	5	9	3	5	8
Zmynd19	87	43	51	50	25	39
Dph7	31	13	11	25	17	15
Mrpl41	289	126	151	129	81	98
Pnpla7	11	5	7	4	6	3
Nsmf	37	15	14	10	11	9
Noxa1	0	0	1	0	0	0
Nrarp	66	32	47	32	24	23
Gm38287	5	3	0	3	0	3
Tor4a	4	0	1	3	3	4
Nelfb	155	70	75	65	47	68
Stpg3	1	0	1	0	0	0
Tubb4b	1316	593	684	686	499	444
Slc34a3	1	0	0	0	0	0
Cysrt1	0	0	0	0	0	0
Rnf208	7	10	10	7	2	3
Ndor1	8	3	3	1	2	5
Tmem203	121	53	63	51	40	46
Tprn	8	2	6	3	1	3
Ssna1	386	151	159	143	119	123
Anapc2	163	78	96	92	65	51
Lrrc26	0	1	0	0	0	0
Grin1	6	2	3	1	0	0
AA543186	3	3	0	1	3	0
Man1b1	46	33	30	26	17	20
Dpp7	31	13	12	16	10	16
Uap1l1	97	40	42	38	21	28
Sapcd2	27	19	24	16	14	14
Entpd2	10	9	2	2	3	7
Npdc1	68	33	20	20	26	15
Abca2	7	5	5	3	7	1
Paxx	53	23	16	23	21	21
Clic3	0	0	0	1	0	0
Ptgds	147	49	20	20	22	23
C8g	20	9	8	11	5	8
Fbxw5	50	39	23	27	19	23
Traf2	35	21	13	13	14	14
Edf1	1037	436	495	455	337	334
Phpt1	54	36	29	33	31	35
Gm996	2	1	1	0	0	0
Rabl6	347	151	180	152	141	145
Tmem141	62	23	16	31	14	25
Bmyc	215	107	70	81	64	63
Kcnt1	0	1	0	0	0	1
Camsap1	133	59	69	61	35	60
Ubac1	189	95	116	99	78	74
Nacc2	17	12	6	4	3	6
Tmem250.ps	19	16	11	9	10	10
Qsox2	33	17	23	20	7	21
Ccdc187	2	0	0	1	0	0
Gpsm1	86	47	46	41	30	36
Dnlz	302	119	132	131	94	88
Card9	0	1	0	0	0	0
Snapc4	19	14	13	20	12	12
Gm13563	2	0	0	1	2	1
Sdccag3	111	51	47	46	33	30
Pmpca	206	100	100	96	85	88
Inpp5e	17	9	9	9	8	10
Sec16a	104	48	57	43	39	46
Notch1	234	116	87	86	49	68
Egfl7	214	67	93	120	74	88
Agpat2	75	40	46	39	28	29
Fam69b	102	62	41	42	29	32
Snhg7os	2	1	0	0	0	0
Abo	0	0	0	0	0	0
Surf6	58	24	24	32	22	22
Med22	99	24	39	51	31	38
Rpl7a	1595	521	361	335	189	220
Surf1	97	48	48	48	45	47
Surf2	143	72	68	53	43	55
Surf4	394	195	218	243	183	170
Rexo4	114	52	67	58	45	49
Cacfd1	113	72	55	56	49	43
Slc2a6	0	1	1	1	0	0
Gm13398	1	0	1	1	0	0
Fam163b	0	2	1	1	2	0
Sardh	10	7	5	2	3	1
Vav2	36	12	11	15	11	17
Brd3os	19	5	5	2	4	3
Brd3	526	224	319	298	229	209
Wdr5	112	45	56	59	37	42
Rxra	36	15	17	17	14	7
Col5a1	503	255	207	191	141	165
Olfm1	71	46	39	37	20	33
Ppp1r26	2	3	2	5	3	0
X1700007K13Rik	15	9	9	5	8	5
Mrps2	67	23	31	26	14	26
Ralgds	82	32	28	31	22	19
Cel	0	0	1	0	0	0
Gtf3c5	36	22	27	24	12	21
Gfi1b	0	0	1	0	0	0
Tsc1	41	23	42	31	14	25
Spaca9	28	14	10	10	10	9
Ak8	5	0	0	0	2	4
Gtf3c4	120	59	43	69	36	54
Ddx31	18	7	10	11	12	8
Barhl1	1	0	0	0	0	0
Cfap77	8	3	2	2	1	1
Ttf1	82	33	43	41	33	19
Setx	133	56	78	75	58	55
Ntng2	0	0	0	0	0	0
Med27	59	32	36	24	23	16
Rapgef1	48	26	39	30	17	18
Trub2	75	30	58	35	30	22
Coq4	66	36	32	33	29	38
Slc27a4	16	12	10	9	3	15
Urm1	110	62	66	66	43	46
X2600006K01Rik	7	8	0	5	4	3
Cercam	28	11	12	19	6	10
Odf2	200	89	114	101	86	57
Gle1	150	68	77	71	45	36
Sptan1	362	164	200	205	123	121
Wdr34	75	51	30	41	28	25
Set	4284	1733	2274	2150	1549	1577
Pkn3	17	3	5	3	1	3
Zdhhc12	143	55	75	83	57	52
Zer1	25	18	24	17	15	26
Tbc1d13	22	8	12	7	6	16
Endog	126	36	44	44	45	49
Spout1	122	63	59	58	47	54
Kyat1	12	2	4	5	5	5
X1700084E18Rik	4	0	0	1	6	1
Lrrc8a	52	21	37	23	18	25
Dolk	76	26	38	26	29	30
Nup188	92	38	59	51	26	35
Sh3glb2	109	46	54	54	29	33
Miga2	15	9	6	8	9	7
Dolpp1	46	21	21	32	16	12
Crat	34	18	10	8	11	4
Ptpa	157	96	86	88	72	62
Ier5l	652	229	215	226	156	154
Cstad	4	4	4	3	3	2
X1700001O22Rik	3	3	1	3	1	1
Ntmt1	174	88	106	97	74	82
Asb6	40	14	20	22	11	15
Prrx2	463	130	189	139	108	133
Ptges	57	33	33	30	30	27
Tor1b	146	85	80	66	64	53
Tor1a	161	70	77	70	65	70
BC005624	177	93	79	85	60	74
Usp20	15	4	4	10	4	9
Fnbp1	67	33	57	44	32	39
Gpr107	121	46	54	55	55	44
Ncs1	72	43	35	31	17	26
Hmcn2	3	1	1	1	2	1
Ass1	38	22	15	10	12	14
Fubp3	162	62	68	64	46	31
Exosc2	102	40	46	51	32	34
Abl1	109	71	65	62	50	43
Fibcd1	3	1	3	2	2	0
Lamc3	12	7	5	0	4	2
Aif1l	52	26	24	25	13	22
Nup214	178	80	82	76	57	51
Fam78a	2	1	1	1	0	0
Plpp7	11	6	7	7	4	3
Prrc2b	398	167	210	204	133	148
Gm13610	0	0	1	0	2	0
Pomt1	19	15	20	20	7	11
Uck1	59	43	27	28	31	26
Swi5	1254	529	642	629	495	520
Golga2	91	38	43	44	36	25
Dnm1	73	49	32	31	12	20
Ciz1	102	45	42	41	38	32
X1110008P14Rik	146	76	82	79	47	51
Ptges2	36	17	27	23	16	21
Slc25a25	40	18	26	26	23	16
Naif1	7	4	2	3	5	0
Fam102a	37	13	14	5	3	11
Dpm2	178	105	88	75	72	48
X9430097D07Rik	0	0	0	0	0	0
Pip5kl1	1	1	2	0	0	0
St6galnac4	70	37	28	24	13	16
St6galnac6	47	22	17	17	15	12
Ak1	81	38	38	26	34	21
Eng	29	9	11	7	12	9
Fpgs	57	22	31	31	31	22
Cdk9	279	102	107	124	83	114
Sh2d3c	64	29	29	38	10	22
X6330409D20Rik	0	0	0	0	0	0
Ttc16	3	3	0	0	3	1
Tor2a	193	93	99	86	77	71
Ptrh1	11	2	8	9	10	7
Cfap157	0	0	1	0	0	0
Stxbp1	51	26	26	21	18	18
Fam129b	96	39	21	33	31	38
Lrsam1	8	5	7	9	4	7
Rpl12	17901	7552	7745	7587	5610	5510
Slc2a8	51	26	20	18	17	17
Garnl3	10	5	7	4	0	7
Ralgps1	7	10	2	4	5	4
Angptl2	63	39	20	21	14	13
Zbtb34	18	13	6	10	5	14
Zbtb43	48	32	24	23	17	12
Lmx1b	2	3	3	2	1	1
C130021I20Rik	1	0	1	2	0	0
Mvb12b	44	18	18	12	21	18
C230014O12Rik	0	0	1	0	0	0
Pbx3	252	94	107	90	74	68
Mapkap1	215	111	106	105	56	91
Gapvd1	301	133	131	128	99	98
Hspa5	3196	1368	1715	1612	957	1065
Rabepk	121	57	55	51	46	44
Fbxw2	166	96	89	85	81	68
Gm34653	0	1	0	0	0	0
Psmd5	145	61	67	49	55	53
Cutal	0	0	1	1	0	0
Phf19	7	2	5	1	3	2
Traf1	2	0	0	0	3	0
Cntrl	131	55	79	52	41	49
Rab14	900	402	437	363	342	295
Gsn	299	178	79	71	69	56
Stom	42	24	20	16	16	20
Ggta1	70	38	24	29	17	18
Dab2ip	204	93	108	90	78	75
Ttll11	3	1	2	0	0	0
Ndufa8	817	355	367	356	267	247
Morn5	2	1	0	1	0	0
Lhx6	1	0	0	0	1	1
Rbm18	175	121	91	104	86	79
Mrrf	84	50	39	37	36	37
Gm13431	0	0	0	0	1	0
Ptgs1	20	8	1	3	4	5
Pdcl	127	69	77	69	40	53
Rc3h2	175	58	87	71	62	48
Zbtb6	44	11	23	22	18	19
Zbtb26	33	22	22	17	11	14
Rabgap1	160	76	80	95	81	66
Strbp	141	64	98	81	64	48
Gpr21	4	3	4	3	1	1
Crb2	42	13	36	34	27	22
Dennd1a	60	29	21	13	16	19
Lhx2	19	7	13	15	7	8
Nek6	86	41	35	39	28	37
Psmb7	984	377	464	474	339	324
Nr6a1	99	29	65	51	48	35
Nr6a1os	1	1	1	1	0	0
Olfml2a	10	5	5	2	4	4
Gm13496	0	1	1	1	0	0
Wdr38	8	2	0	2	1	4
Rpl35	1842	774	661	573	386	396
Arpc5l	409	184	198	230	140	155
Golga1	71	31	28	21	21	21
Scai	55	33	17	28	20	23
Ppp6c	216	80	109	80	69	79
Lrp1b	6	0	0	1	2	0
Kynu	0	0	0	0	0	0
Gtdc1	38	13	20	7	6	10
Zeb2	592	317	241	212	191	173
Zeb2os	18	11	2	4	8	4
Acvr2a	95	43	45	37	18	43
Orc4	171	80	79	72	54	68
Mbd5	54	21	14	21	19	14
Epc2	285	139	151	131	93	98
Kif5c	86	32	37	42	34	23
Lypd6b	5	2	0	1	0	2
Lypd6	33	10	22	21	12	12
Mmadhc	317	146	175	153	97	115
Gm13483	2	0	3	0	0	0
Rnd3	705	346	282	245	211	202
X1700057H21Rik	0	0	0	0	0	0
Rbm43	14	5	5	6	6	6
Nmi	14	7	6	8	7	3
Tnfaip6	75	36	21	14	8	11
Rif1	457	189	216	206	171	149
Neb	17	11	1	5	1	6
Gm13522	1	0	0	0	0	0
Arl5a	224	108	132	99	82	76
Cacnb4	11	1	5	1	1	1
Stam2	148	65	63	62	46	42
Fmnl2	149	78	74	47	46	50
Prpf40a	1048	419	557	551	337	403
Arl6ip6	289	102	129	130	93	104
Rprm	46	26	19	17	14	10
Galnt13	1	2	0	0	0	0
Kcnj3	2	0	0	0	0	1
Nr4a2	116	44	24	19	9	18
Gpd2	66	29	33	36	20	21
Ermn	0	0	1	2	0	1
Gm13546	0	0	0	0	0	0
Acvr1c	1	0	1	0	0	0
Acvr1	82	24	25	17	24	24
Upp2	30	14	11	14	11	13
Ccdc148	10	3	2	3	3	3
Pkp4	81	38	46	54	24	42
Dapl1	2	5	1	3	1	0
Tanc1	131	66	75	52	46	37
Wdsub1	42	21	22	24	25	14
Baz2b	408	162	225	194	122	164
Gm13620	5	3	3	1	2	0
March7	571	249	262	242	183	182
Cd302	242	103	86	88	53	60
Ly75	33	13	33	34	15	15
Gm13571	0	0	2	1	0	0
Gm13580	0	0	0	0	1	0
Pla2r1	3	2	2	3	0	1
Itgb6	4	0	1	2	0	3
Rbms1	958	351	455	439	316	308
Tank	57	31	34	34	17	26
Psmd14	509	220	274	222	180	170
Tbr1	2	1	0	2	2	0
Dpp4	3	1	0	2	0	0
Fap	29	13	5	6	7	3
Ifih1	22	13	3	6	9	5
Gca	3	4	0	1	3	3
Kcnh7	3	3	1	4	2	2
Fign	51	27	34	41	23	27
Grb14	36	23	9	16	17	11
Cobll1	53	16	31	28	25	26
Gm13594	6	3	2	3	0	1
Scn3a	5	3	3	5	1	4
Scn2a	5	6	2	3	3	1
Csrnp3	15	6	7	4	3	4
Galnt3	8	4	1	5	5	3
Ttc21b	49	30	30	27	18	19
Scn1a	2	1	1	1	0	1
Scn9a	0	0	0	1	0	0
Scn7a	14	5	4	5	6	3
B3galt1	12	11	11	4	1	5
Stk39	147	60	68	76	46	47
Cers6	69	38	31	33	23	29
Nostrin	11	9	4	5	7	3
Spc25	177	111	92	89	64	52
Lrp2	8	3	21	26	8	10
Bbs5	31	14	18	13	10	7
Klhl41	1	2	0	1	0	0
Fastkd1	23	11	6	12	6	7
Ppig	1141	499	544	540	411	392
Ccdc173	23	13	10	12	7	9
Phospho2	30	26	14	17	19	17
Klhl23	68	22	30	32	18	18
Ssb	2015	811	1027	903	726	743
Mettl5	129	38	53	56	37	45
Mettl5os	8	1	3	3	2	3
Ubr3	181	77	88	62	47	71
Sp5	72	34	31	25	16	15
Gad1os	6	5	2	0	4	0
Erich2os	1	1	1	2	0	0
Erich2	14	9	3	4	2	3
Gad1	2	6	2	1	1	0
Gm26558	1	0	0	0	0	0
Gorasp2	328	137	148	186	99	119
Tlk1	245	125	155	141	85	101
Mettl8	36	12	25	16	12	16
Dcaf17	99	37	52	48	53	40
Cybrd1	6	3	2	2	4	4
Dync1i2	348	199	239	177	134	177
Slc25a12	31	14	21	10	17	11
Hat1	523	185	256	226	167	153
Metap1d	66	26	29	34	25	20
Dlx1	2	2	2	4	0	0
Dlx2	12	4	7	2	0	1
Platr26	2	0	0	0	1	0
Itga6	104	43	55	43	33	26
Pdk1	198	94	110	81	76	72
Rapgef4	4	1	0	0	0	1
Map3k20	78	48	51	32	29	29
Cdca7	161	79	91	106	81	80
X6430710C18Rik	0	0	0	0	0	0
Sp3	262	120	119	116	66	71
Sp3os	88	36	59	41	30	33
Ola1	538	250	254	264	211	180
Sp9	2	2	2	2	1	1
Cir1	214	109	122	93	107	107
Scrn3	25	15	16	17	12	6
Gpr155	2	2	1	1	3	2
Wipf1	53	19	27	26	14	23
Chrna1	2	3	1	0	2	0
Chrna1os	5	4	6	2	4	0
Chn1	70	28	33	33	19	23
Atf2	225	99	102	96	61	97
Atp5g3	1703	699	793	799	558	553
Lnpk	121	55	77	47	45	42
Hoxd13	10	7	8	7	7	15
Hoxd11	53	37	21	25	16	12
Hoxd10	16	6	8	7	4	6
Hoxd9	53	32	20	21	24	16
Hoxd3os1	14	5	5	3	8	4
Hoxd8	45	32	20	28	21	11
Hoxd3	1	2	1	2	0	1
Hoxd1	7	0	4	1	2	2
Mtx2	375	147	173	180	129	135
Hnrnpa3	1262	565	670	638	437	410
Nfe2l2	202	108	91	86	63	82
Agps	186	95	116	87	46	53
Ttc30b	10	7	2	4	6	2
Ttc30a1	8	6	7	2	1	3
Pde11a	6	0	3	2	5	1
Cyct	40	7	6	10	8	20
Rbm45	31	15	16	18	13	7
Osbpl6	33	17	13	10	7	16
Prkra	218	90	112	105	90	67
Fkbp7	139	84	59	47	42	48
Plekha3	88	35	63	43	37	36
Ttn	42	29	24	22	19	22
Ccdc141	153	76	41	49	50	41
Sestd1	107	43	59	52	31	28
Zfp385b	5	3	1	3	3	1
Cwc22	104	44	72	43	42	39
Ube2e3	602	213	286	290	203	200
Itga4	136	80	43	35	36	38
Cerkl	2	2	1	2	1	0
Neurod1	2	0	2	3	1	1
Ssfa2	78	40	34	39	17	31
Pde1a	60	12	15	20	23	21
Dnajc10	295	125	170	129	87	90
