endoderm_NA18511	endoderm_NA18856	endoderm_NA18858	endoderm_NA18912	endoderm_NA19140	endoderm_NA19159	endoderm_NA19160	endoderm_NA19210
ATAT1	67	136	11	92	12	8	95	80
C6orf136	65	33	29	29	3	1	76	32
DHX16	214	96	46	72	9	2	298	74
PPP1R18	0	41	0	44	7	3	1	30
NRM	0	74	0	38	5	4	4	47
MDC1	41	130	9	88	21	4	65	72
TUBB	115	4323	21	3507	365	217	223	3714
FLOT1	350	342	140	341	33	14	566	293
IER3	12	54	6	121	1	10	21	102
DDR1	5	87	1	86	7	2	10	56
GTF2H4	213	81	68	83	6	4	354	65
VARS2	29	21	7	17	1	0	21	18
SFTA2	1	4	1	0	0	0	0	0
MUCL3	0	2	0	0	0	0	0	0
MUC21	0	0	0	0	0	0	0	0
MUC22	0	0	0	0	0	0	0	1
C6orf15	0	1	0	0	0	0	0	0
PSORS1C1	1	3	2	4	0	0	7	3
CDSN	0	0	0	1	0	0	1	0
PSORS1C2	0	0	0	0	0	0	0	0
CCHCR1	115	68	35	64	3	3	199	53
TCF19	0	13	0	15	1	1	1	11
POU5F1	25	45	24	123	16	4	66	144
HLA-C	37	485	170	427	50	16	88	247
HLA-B	201	351	24	392	20	16	144	766
MICA	22	14	7	8	0	0	36	5
MICB	1	4	0	5	0	0	0	4
MCCD1	0	0	0	0	0	0	0	1
DDX39B	19	827	7	620	92	68	21	796
ATP6V1G2	0	5	0	1	0	1	0	2
NFKBIL1	2	117	3	73	9	2	5	81
LTA	0	0	0	0	0	0	0	0
TNF	0	0	0	0	0	0	0	0
LTB	0	5	0	4	0	0	0	1
LST1	0	0	0	1	0	0	1	0
NCR3	0	0	0	0	0	0	0	0
AIF1	31	8	8	7	0	0	61	3
PRRC2A	406	233	78	223	32	13	607	190
BAG6	793	235	229	189	16	11	1227	173
APOM	3923	1910	18	1237	152	29	11742	595
C6orf47	0	31	0	35	4	1	0	23
GPANK1	66	126	14	79	7	4	137	85
CSNK2B	1608	650	505	675	53	40	2828	614
LY6G5B	0	25	0	8	1	0	0	21
LY6G5C	0	2	1	3	0	0	1	2
ABHD16A	3	141	4	114	18	4	7	85
LY6G6F	0	0	0	0	0	0	0	0
LY6G6E	0	1	0	0	0	0	0	0
LY6G6D	1	29	0	19	0	0	2	1
MPIG6B	0	0	0	0	0	0	0	5
LY6G6C	0	1	0	0	0	0	0	2
DDAH2	1134	793	217	546	74	40	2177	671
CLIC1	694	1515	379	1671	145	84	947	1299
MSH5	2	80	1	53	4	9	8	50
SAPCD1	0	10	0	2	1	1	0	4
VWA7	0	2	0	1	0	1	1	0
VARS	197	103	42	74	8	0	354	68
LSM2	74	764	30	611	72	35	101	615
HSPA1L	0	1	0	2	0	0	0	2
HSPA1A	1	124	0	82	6	4	0	82
HSPA1B	0	70	0	70	4	1	0	15
NEU1	8	315	1	660	41	10	17	233
SLC44A4	5	83	2	51	9	2	14	44
EHMT2	390	237	65	154	14	12	738	132
C2	0	18	0	19	2	0	1	15
ZBTB12	0	10	0	10	1	0	0	8
CFB	2	14	0	10	2	0	2	5
NELFE	1384	311	311	300	34	11	2366	332
SKIV2L	70	41	24	40	4	1	137	43
DXO	153	44	44	40	5	2	251	36
STK19	25	122	6	93	11	4	24	101
C4A	0	0	0	0	0	0	0	0
C4B	0	0	0	0	0	0	0	0
CYP21A2	0	1	0	0	0	0	0	0
TNXB	8	13	3	21	1	0	14	32
ATF6B	12	87	3	58	8	2	25	46
FKBPL	0	30	0	37	4	2	0	25
PRRT1	0	1	0	3	0	0	0	3
PPT2	1	45	0	51	4	4	0	45
EGFL8	1	34	0	33	2	4	0	27
AGPAT1	22	390	4	433	56	9	50	293
RNF5	9	462	5	312	39	24	17	335
AGER	14	11	1	4	1	1	31	9
PBX2	31	153	7	133	13	7	68	124
GPSM3	3	29	0	17	2	2	2	17
NOTCH4	0	7	0	7	0	1	0	2
TSBP1	0	6	0	23	3	0	0	7
BTNL2	0	0	0	2	0	0	0	0
HLA-DRA	1	18	2	1	1	0	4	0
HLA-DRB5	0	102	0	1	4	0	0	0
HLA-DRB1	28	411	6	78	56	0	24	11
HLA-DQA1	2	0	0	0	0	0	9	0
HLA-DQB1	149	32	0	222	3	1	793	3
HLA-DQA2	0	3	0	0	0	0	0	0
HLA-DQB2	0	0	0	27	0	0	0	0
HLA-DOB	0	0	0	0	0	0	0	0
TAP2	0	2	1	1	1	0	0	1
PSMB8	6	0	22	1	0	0	15	0
PSMB9	2	0	5	0	0	0	1	0
TAP1	0	1	3	2	0	0	1	2
HLA-DMB	2	3	0	3	0	0	4	2
HLA-DMA	18	12	13	80	1	0	65	11
BRD2	257	292	75	235	30	17	431	250
HLA-DOA	1	0	0	2	0	0	5	3
HLA-DPA1	24	21	1	4	5	0	17	4
HLA-DPB1	224	97	7	62	15	4	291	29
COL11A2	0	6	1	5	0	0	1	2
RXRB	3	19	1	24	4	1	5	28
SLC39A7	423	441	95	346	41	18	866	309
HSD17B8	69	35	21	9	3	1	128	19
RING1	22	70	10	61	3	8	27	50
VPS52	9	65	3	35	4	1	11	45
RPS18	99663	24801	22031	22569	2655	1195	206776	19993
B3GALT4	0	10	0	8	1	1	0	7
WDR46	394	123	133	128	15	4	685	127
PFDN6	1021	236	285	188	25	17	1716	255
RGL2	4	53	3	46	3	4	6	34
TAPBP	5	35	10	49	2	0	7	16
ZBTB22	0	35	0	23	3	2	0	19
DAXX	276	129	76	84	13	4	410	99
SMIM40	0	0	0	0	0	0	0	0
KIFC1	336	162	74	117	16	11	435	113
PHF1	17	77	6	58	5	8	51	58
CUTA	3718	1252	1377	1094	134	69	6736	901
SYNGAP1	18	59	2	49	7	3	30	44
ZBTB9	0	28	1	18	2	1	0	26
BAK1	250	52	50	80	2	1	245	57
ITPR3	70	19	69	13	0	3	66	24
UQCC2	3704	861	737	773	81	40	6682	627
IP6K3	3	1	11	2	1	0	0	1
LEMD2	290	64	116	51	3	5	389	40
MLN	3	1	2	0	0	0	12	2
GRM4	4	2	11	1	0	0	22	2
HMGA1	16416	2737	3365	2007	260	120	25499	2402
SMIM29	162	36	96	37	5	2	234	17
NUDT3	451	106	111	58	18	3	825	73
RPS10-NUDT3	31	90	9	53	9	3	29	63
RPS10	9936	2744	1389	2050	204	86	17878	2256
PACSIN1	27	11	5	12	0	1	63	15
SPDEF	31	3	0	2	0	0	45	0
ILRUN	353	287	120	282	27	18	564	214
SNRPC	3458	779	958	669	70	38	5721	581
UHRF1BP1	164	179	33	151	12	1	336	112
TAF11	1271	304	298	213	28	12	2062	233
ANKS1A	502	489	365	396	41	27	724	322
TCP11	0	0	0	1	0	1	2	0
SCUBE3	113	21	233	14	2	1	310	7
ZNF76	184	72	41	52	8	6	344	46
DEF6	56	20	32	16	0	0	162	12
PPARD	74	61	48	70	6	3	133	47
FANCE	105	20	58	15	1	2	143	14
RPL10A	43458	10423	11034	8495	946	534	81463	7683
TEAD3	282	69	245	75	11	5	534	61
TULP1	2	0	4	1	0	0	13	0
FKBP5	103	48	18	63	4	2	194	50
ARMC12	5	0	2	2	1	0	10	2
CLPSL2	3	1	2	0	0	0	12	0
CLPSL1	2	1	1	1	0	0	3	3
CLPS	0	0	0	0	0	0	0	0
LHFPL5	10	78	2	53	8	1	34	45
SRPK1	1852	907	447	611	87	33	3491	526
SLC26A8	1	5	1	4	1	0	4	3
MAPK14	375	331	110	239	36	16	543	251
MAPK13	279	32	438	81	3	2	522	41
BRPF3	249	109	53	65	10	4	439	81
PNPLA1	5	14	1	6	2	0	12	5
BNIP5	1	6	0	7	0	0	2	0
ETV7	7	0	6	3	2	0	10	3
PXT1	1	2	0	4	0	0	0	2
KCTD20	405	204	130	168	18	5	707	123
STK38	292	202	84	153	17	5	460	169
SRSF3	8540	2037	1691	1764	233	110	15438	1721
CDKN1A	391	132	539	115	8	3	588	79
RAB44	0	0	0	1	0	0	0	2
CPNE5	8	3	1	10	0	0	8	4
PPIL1	829	226	213	147	22	10	1636	138
C6orf89	318	101	147	100	10	4	605	76
PI16	0	0	0	0	0	0	1	1
MTCH1	3304	714	1296	549	63	32	5288	638
FGD2	1	0	0	0	0	0	2	0
PIM1	407	113	98	52	8	6	693	88
TMEM217	9	3	5	3	0	0	18	4
AL353579.1	0	0	0	0	0	0	0	0
TBC1D22B	89	113	26	64	5	9	142	93
RNF8	814	217	173	181	15	10	1240	168
CMTR1	204	88	26	76	5	1	327	62
CCDC167	1687	443	370	415	53	16	3383	361
MDGA1	16	4	4	2	0	0	14	6
ZFAND3	631	1889	215	1719	191	109	1117	1609
BTBD9	51	528	12	588	50	24	77	368
GLO1	2873	700	648	633	58	30	5346	581
DNAH8	2	8	0	39	1	0	6	6
GLP1R	4	0	1	2	0	0	2	2
SAYSD1	309	76	107	83	9	5	587	50
KCNK5	98	39	12	30	1	0	117	38
KCNK17	1	1	1	1	0	0	3	0
KCNK16	0	0	0	0	0	0	1	0
KIF6	11	11	5	5	1	1	21	11
DAAM2	9	8	6	11	0	0	17	9
MOCS1	67	21	28	15	1	0	114	17
LRFN2	0	2	0	2	0	0	0	0
UNC5CL	17	9	3	6	0	0	33	0
OARD1	1066	338	230	195	20	14	1915	244
TSPO2	2	0	0	3	0	0	0	0
APOBEC2	27	4	0	7	1	0	20	5
NFYA	174	120	35	74	9	7	342	77
TREML1	0	0	0	0	0	0	1	1
TREM2	1	0	0	0	0	0	0	0
TREML2	1	0	0	0	0	0	0	0
TREML4	0	0	0	0	0	0	0	0
TREM1	1	0	8	0	0	0	1	0
NCR2	0	0	0	0	0	0	0	0
FOXP4	470	105	73	71	16	3	668	98
MDFI	1173	169	462	279	24	18	2431	130
TFEB	9	4	10	2	1	0	14	4
PGC	3	2	0	0	0	0	8	0
FRS3	33	6	4	10	2	0	68	4
PRICKLE4	1	0	0	0	0	0	0	1
TOMM6	0	1188	0	1018	111	49	0	921
USP49	158	146	18	96	11	8	210	111
MED20	239	53	52	50	2	1	388	42
BYSL	459	54	92	69	7	3	655	53
CCND3	124	30	135	32	6	1	158	20
TAF8	192	97	51	69	5	1	371	77
C6orf132	189	71	119	79	14	3	391	92
AL096814.2	2	0	2	0	0	0	3	1
GUCA1A	0	0	0	0	0	0	0	0
AL096814.1	0	0	0	0	0	0	0	0
GUCA1B	6	16	1	10	0	0	12	11
MRPS10	1220	312	298	267	30	16	1906	223
TRERF1	45	85	22	46	9	0	68	53
UBR2	258	321	91	276	28	19	472	253
PRPH2	4	5	1	3	0	0	5	7
TBCC	435	68	161	101	12	2	766	75
BICRAL	69	187	12	131	16	3	124	147
RPL7L1	1669	486	373	463	49	27	2229	477
C6orf226	142	42	66	26	5	1	243	24
PTCRA	0	0	0	0	0	0	0	1
CNPY3	922	276	253	180	29	12	1640	228
GNMT	1	1	3	0	0	0	10	1
PEX6	283	124	59	66	8	6	495	56
PPP2R5D	245	105	48	61	12	4	403	75
MEA1	1382	273	420	256	29	10	2168	263
KLHDC3	1102	195	307	193	21	5	1754	189
RRP36	1497	396	418	338	39	15	2333	306
CUL7	213	69	64	52	10	3	331	45
KLC4	296	151	33	108	16	5	597	101
MRPL2	863	208	205	168	10	6	1518	146
PTK7	748	329	257	233	21	14	1441	226
SRF	233	70	74	70	9	4	418	44
CUL9	64	33	20	18	3	4	114	34
DNPH1	1877	523	262	425	62	16	3905	340
TTBK1	8	5	1	8	0	0	17	4
SLC22A7	72	101	0	36	2	0	308	54
CRIP3	96	34	10	42	2	2	300	16
ZNF318	265	114	44	57	4	0	502	58
ABCC10	163	50	39	53	7	3	246	33
DLK2	10	0	3	2	0	0	19	1
TJAP1	242	74	45	61	5	2	354	47
LRRC73	4	2	8	1	0	0	9	1
POLR1C	341	132	104	118	9	6	570	144
YIPF3	1762	377	625	397	34	13	2871	335
XPO5	356	153	80	93	9	6	546	107
POLH	76	72	23	59	12	3	118	90
GTPBP2	124	39	29	31	2	2	215	52
MAD2L1BP	408	79	96	65	10	3	662	84
RSPH9	51	21	6	13	1	0	50	21
MRPS18A	1001	253	269	206	24	19	1547	190
VEGFA	1289	300	82	216	17	28	1948	323
C6orf223	5	0	0	4	1	0	1	0
MRPL14	3282	787	782	678	91	24	6225	677
TMEM63B	375	132	80	99	11	2	553	83
CAPN11	3	3	0	2	0	0	8	1
MYMX	18	1	4	2	0	0	9	1
SLC29A1	724	142	134	94	9	7	913	162
HSP90AB1	35031	10043	7515	7297	857	455	64397	7022
SLC35B2	624	103	213	121	11	3	985	116
NFKBIE	108	15	37	18	1	1	191	18
TMEM151B	5	7	2	1	0	0	3	3
TCTE1	2	1	0	0	0	0	0	2
AARS2	163	48	37	39	4	1	264	32
SPATS1	0	0	0	0	0	0	0	0
CDC5L	1461	503	368	385	44	19	2555	351
SUPT3H	433	815	92	551	72	39	794	764
RUNX2	8	54	0	39	2	0	10	43
CLIC5	47	3	74	0	0	0	32	5
ENPP4	52	12	15	10	1	0	100	11
ENPP5	75	10	37	15	0	2	136	15
RCAN2	139	105	24	125	7	4	124	151
CYP39A1	11	19	19	25	1	1	38	11
SLC25A27	19	57	9	21	1	4	35	28
TDRD6	2	2	0	2	0	0	1	0
PLA2G7	175	39	20	90	5	4	251	15
ANKRD66	4	0	0	0	0	0	1	0
MEP1A	401	160	1	145	10	4	955	56
ADGRF5	0	0	0	0	0	1	0	0
ADGRF1	1	1	1	0	0	0	0	0
TNFRSF21	229	167	236	153	9	6	234	97
CD2AP	801	726	253	621	48	32	1541	574
ADGRF2	6	3	1	4	0	0	2	4
ADGRF4	3	0	23	0	0	0	1	0
OPN5	0	0	0	0	0	0	1	0
PTCHD4	23	168	4	141	5	5	28	195
MMUT	334	102	111	49	10	7	594	65
CENPQ	307	89	68	90	8	6	484	70
GLYATL3	0	2	0	0	0	0	0	0
C6orf141	53	41	105	11	2	0	169	23
RHAG	0	1	0	0	0	0	0	0
CRISP2	0	0	1	0	0	0	5	0
CRISP3	2	0	9	0	0	0	3	0
PGK2	1	0	0	0	0	0	0	0
CRISP1	0	0	1	0	0	0	0	0
DEFB133	0	1	0	0	0	0	2	0
DEFB114	0	0	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0	0	0
DEFB110	0	0	0	0	0	0	0	0
DEFB112	0	0	0	0	0	0	0	0
TFAP2D	0	0	0	0	0	0	5	0
TFAP2B	113	28	270	23	1	1	631	13
PKHD1	4	48	1	72	11	0	6	36
IL17A	0	0	0	0	0	0	0	0
IL17F	0	0	0	0	0	0	0	0
MCM3	1544	345	355	254	35	9	2704	283
PAQR8	102	12	65	9	2	0	164	7
EFHC1	243	89	75	77	8	3	415	87
TRAM2	188	91	70	77	8	10	328	78
TMEM14A	610	132	155	150	17	12	1464	104
GSTA2	3376	838	1	1214	84	14	7046	592
GSTA1	1380	320	4	241	22	3	4139	124
GSTA5	0	0	0	1	0	0	1	0
GSTA3	2	0	0	0	0	0	3	0
GSTA4	598	216	138	188	32	13	1245	135
ICK	197	88	65	69	6	2	407	56
FBXO9	644	198	186	228	23	7	1295	149
GCM1	0	0	0	0	0	1	0	1
ELOVL5	518	270	130	268	31	11	987	168
GCLC	322	382	64	320	26	19	631	195
KLHL31	7	4	1	4	1	0	21	7
LRRC1	334	282	152	313	38	5	624	192
MLIP	11	50	0	40	7	0	39	45
TINAG	87	122	0	50	3	5	189	51
FAM83B	196	204	154	113	20	6	342	56
HCRTR2	3	8	1	1	1	0	3	1
GFRAL	0	1	0	0	0	0	0	1
HMGCLL1	6	9	4	5	1	0	8	8
BMP5	215	343	30	244	51	8	682	264
COL21A1	32	33	4	22	3	3	158	23
DST	2229	2110	566	1837	245	105	4389	1572
BEND6	36	12	32	13	0	1	23	4
KIAA1586	387	128	101	93	21	7	638	109
ZNF451	518	334	109	250	27	16	850	205
BAG2	469	106	46	108	3	6	784	71
RAB23	233	104	61	77	6	3	434	62
PRIM2	428	499	89	416	51	15	828	356
KHDRBS2	161	1246	16	1594	185	52	302	1269
FKBP1C	15	2	14	1	0	0	32	0
LGSN	9	5	4	7	0	0	9	3
PTP4A1	6	42	0	23	2	1	7	13
AL135905.2	11	3	3	7	0	0	15	3
PHF3	1558	655	315	468	67	28	2662	539
EYS	5	103	0	50	3	0	20	214
ADGRB3	6	111	0	53	14	1	10	92
LMBRD1	579	352	194	279	38	13	921	320
COL19A1	208	453	3	89	64	30	268	317
COL9A1	61	20	9	1	1	4	120	9
FAM135A	157	302	29	183	30	10	276	219
SDHAF4	203	91	36	43	4	4	372	53
SMAP1	1618	644	453	640	75	29	2846	593
B3GAT2	68	24	11	13	4	0	147	26
OGFRL1	303	165	62	176	26	7	692	96
RIMS1	53	180	9	126	13	16	177	152
KCNQ5	16	28	9	32	0	2	15	391
KHDC1L	1	1	0	0	1	0	2	0
KHDC1	68	103	33	101	11	5	347	103
DPPA5	4	3	10	7	0	0	14	2
KHDC3L	3	0	1	0	0	0	1	0
OOEP	0	55	1	100	6	1	0	35
DDX43	0	2	0	0	0	0	10	0
CGAS	26	6	4	1	0	0	37	12
MTO1	156	71	40	45	10	4	339	65
EEF1A1	12272	28588	4800	26779	2592	1386	21618	22612
SLC17A5	211	74	183	92	13	5	339	63
CD109	33	12	52	8	0	2	15	5
COL12A1	69	6	200	24	0	0	32	2
COX7A2	8462	1693	2104	1624	182	83	14700	1390
TMEM30A	489	186	350	204	17	4	1072	152
FILIP1	35	19	130	21	0	2	47	11
SENP6	978	806	263	719	98	37	1674	686
MYO6	1619	835	584	651	68	30	2622	658
IMPG1	4	0	1	0	0	0	3	7
HTR1B	2	1	1	0	0	0	0	0
MEI4	8	47	1	34	2	1	11	46
IRAK1BP1	178	199	40	90	14	11	269	132
PHIP	2257	938	462	607	79	38	3510	704
HMGN3	6934	2423	2443	1818	232	107	14483	1569
LCA5	134	102	75	33	5	4	238	57
SH3BGRL2	228	206	174	102	19	9	478	142
ELOVL4	128	25	72	30	2	1	203	30
TTK	602	186	80	117	15	11	904	124
BCKDHB	416	531	171	323	38	24	820	403
TENT5A	356	118	201	151	7	5	424	78
IBTK	667	419	105	333	32	17	1050	361
TPBG	697	150	274	176	20	9	1402	118
UBE3D	280	372	52	316	31	21	521	316
DOP1A	166	285	35	196	32	17	261	239
PGM3	1086	617	233	512	37	26	2213	400
RWDD2A	195	67	43	34	12	4	299	44
ME1	256	240	87	379	31	22	471	237
PRSS35	88	52	4	35	4	4	223	14
SNAP91	4	8	1	8	0	0	5	9
RIPPLY2	4	0	0	0	0	0	5	0
CYB5R4	243	119	36	89	18	2	351	110
MRAP2	184	93	8	68	14	2	241	50
CEP162	435	215	56	192	24	5	803	186
TBX18	4	2	0	1	0	0	0	1
NT5E	57	17	12	31	1	1	149	12
SNX14	551	436	153	391	33	19	987	324
SYNCRIP	2189	803	513	690	92	32	3829	652
HTR1E	64	67	12	8	8	3	86	69
CGA	27	2	124	12	0	0	14	4
ZNF292	1913	1087	710	926	127	83	3496	1035
GJB7	11	9	22	24	1	0	53	11
SMIM8	411	209	117	170	23	8	936	150
C6orf163	18	10	7	8	1	0	36	6
CFAP206	3	4	0	2	0	0	4	7
SLC35A1	168	83	39	36	6	3	265	67
RARS2	946	554	204	478	46	32	1758	366
ORC3	568	296	125	214	33	8	1033	198
AKIRIN2	1103	283	283	263	29	17	1958	259
SPACA1	0	0	0	0	0	0	0	0
CNR1	61	36	4	18	5	1	33	45
RNGTT	311	505	70	451	51	15	475	427
PNRC1	2107	458	454	493	45	39	3621	505
SRSF12	279	118	39	85	9	10	460	109
PM20D2	138	41	47	33	3	1	273	24
GABRR1	3	0	1	1	0	0	1	3
GABRR2	1	3	0	3	0	0	5	8
UBE2J1	514	205	331	230	16	14	1015	137
RRAGD	35	14	103	20	1	0	49	6
ANKRD6	119	140	54	144	18	5	120	212
LYRM2	729	213	306	203	22	14	1315	145
MDN1	744	425	153	254	27	20	1092	282
CASP8AP2	571	207	121	160	16	11	974	149
GJA10	0	0	0	0	0	0	1	0
BACH2	68	222	35	167	19	15	67	197
MAP3K7	485	248	122	210	10	12	877	189
EPHA7	70	137	22	141	24	10	87	88
MANEA	488	111	54	108	10	17	600	154
FUT9	25	15	1	27	1	4	20	25
UFL1	623	231	245	181	22	16	1227	153
FHL5	0	1	0	0	0	0	0	0
GPR63	35	25	10	19	2	1	71	17
NDUFAF4	1054	198	241	220	21	10	1646	152
KLHL32	3	23	2	13	1	6	9	6
MMS22L	400	261	82	228	27	17	665	226
POU3F2	29	3	4	2	1	0	23	2
FBXL4	184	210	46	171	22	7	319	135
FAXC	176	117	74	51	8	2	326	73
COQ3	214	53	64	31	5	1	345	40
PNISR	5859	1715	1185	1156	134	84	10513	1046
USP45	135	148	23	111	11	4	267	115
TSTD3	169	200	36	129	26	9	289	120
CCNC	1946	602	478	556	59	37	3753	449
PRDM13	1	0	0	0	0	0	0	0
MCHR2	1	1	0	0	0	1	0	0
SIM1	8	1	0	0	2	0	4	2
ASCC3	639	660	231	580	62	23	1119	612
GRIK2	25	293	4	101	15	3	37	204
HACE1	88	142	31	102	13	5	140	121
LIN28B	632	603	153	377	58	34	1083	431
BVES	24	7	5	6	2	0	36	4
POPDC3	70	19	10	15	4	0	115	13
PREP	325	178	95	176	14	9	637	167
PRDM1	842	1143	55	831	95	28	1417	1068
ATG5	729	463	214	358	51	20	1375	382
CRYBG1	43	80	18	53	10	6	109	55
RTN4IP1	109	61	27	50	8	1	244	46
QRSL1	311	117	83	90	13	14	585	98
CD24	10434	2764	4525	2850	279	112	19597	1932
MTRES1	443	109	116	98	2	4	625	72
BEND3	92	42	20	18	6	3	138	31
PDSS2	153	377	47	296	38	12	292	285
SOBP	35	108	20	25	2	7	71	56
SCML4	83	26	1	20	1	1	202	31
SEC63	1404	609	302	446	67	34	2643	491
OSTM1	168	106	114	80	7	3	286	60
NR2E1	6	3	1	1	0	0	3	1
SNX3	3242	720	1321	800	77	32	6066	539
AFG1L	93	127	30	122	6	11	133	139
FOXO3	268	274	159	242	29	22	488	217
ARMC2	34	99	6	59	11	4	58	68
SESN1	285	249	90	174	29	12	426	174
CEP57L1	226	144	56	61	8	6	402	59
CD164	1363	435	505	373	46	26	2874	256
PPIL6	49	44	6	18	2	2	75	25
SMPD2	138	40	28	17	9	1	175	22
MICAL1	214	66	56	74	8	6	371	45
ZBTB24	254	101	69	75	11	4	487	66
AK9	84	42	36	30	1	2	86	33
FIG4	195	103	63	74	11	5	266	74
GPR6	0	0	0	0	0	0	0	0
WASF1	358	189	97	145	27	15	621	144
CDC40	707	260	198	189	24	15	1288	220
METTL24	8	53	9	47	4	1	18	8
DDO	0	0	0	0	0	0	0	1
SLC22A16	0	2	0	1	0	0	4	0
CDK19	232	560	52	404	47	41	408	446
AMD1	1511	449	387	454	65	15	3415	410
GTF3C6	3920	775	797	900	98	39	6486	600
RPF2	785	246	186	254	27	9	1645	197
SLC16A10	249	179	46	200	22	7	456	119
MFSD4B	434	421	147	320	38	15	998	295
REV3L	332	622	133	444	57	20	807	515
TRAF3IP2	169	68	77	50	8	4	303	54
FYN	557	384	209	385	48	35	842	333
CCN6	0	0	0	0	0	0	1	0
TUBE1	197	43	36	44	8	4	311	52
FAM229B	491	102	93	54	14	2	720	73
LAMA4	20	16	9	5	1	0	16	10
RFPL4B	0	0	0	0	0	0	0	0
MARCKS	6312	1820	1310	1390	197	85	11281	1333
HDAC2	4357	1126	881	946	111	70	6477	1192
HS3ST5	59	143	7	130	34	2	70	154
FRK	103	147	37	212	19	8	197	97
NT5DC1	1294	642	165	661	49	25	1861	584
COL10A1	3	15	0	25	2	1	2	15
TSPYL4	301	92	68	57	11	2	589	75
DSE	171	163	156	93	11	8	285	149
TSPYL1	1008	210	254	156	19	10	1512	119
CALHM6	10	9	3	6	0	0	8	6
TRAPPC3L	0	0	1	0	0	0	0	0
CALHM5	9	3	2	0	0	0	15	2
CALHM4	0	1	1	3	1	0	10	0
RWDD1	2288	580	667	543	70	22	4229	416
RSPH4A	10	3	4	1	1	0	14	3
ZUP1	286	75	55	70	5	4	461	70
KPNA5	224	175	47	97	7	8	411	118
FAM162B	36	3	0	4	1	0	96	4
GPRC6A	2	1	0	0	0	0	2	1
RFX6	131	42	0	14	13	0	192	56
VGLL2	0	1	6	4	0	0	10	0
ROS1	0	1	0	0	0	0	0	0
DCBLD1	144	79	38	67	6	8	312	87
GOPC	675	252	269	109	21	18	841	210
NUS1	202	260	57	261	24	13	372	210
SLC35F1	106	236	6	136	311	58	176	216
CEP85L	180	141	37	96	13	5	245	94
PLN	0	1	0	0	0	1	0	4
MCM9	81	180	14	112	19	6	141	152
ASF1A	931	200	143	197	16	12	1222	182
FAM184A	3193	1106	44	1103	91	53	2746	1415
MAN1A1	466	632	53	684	68	42	838	617
TBC1D32	66	274	25	182	35	12	140	201
GJA1	2958	779	423	908	86	26	5262	810
HSF2	432	135	70	114	22	7	760	91
SERINC1	804	296	280	258	28	17	1392	225
PKIB	2192	1169	210	292	52	41	2174	766
FABP7	436	198	75	81	12	4	1334	99
SMPDL3A	239	61	166	35	6	0	451	27
CLVS2	243	146	2	285	13	6	512	194
TRDN	953	189	36	189	18	14	1097	436
NKAIN2	4	29	1	17	1	12	13	27
RNF217	159	179	104	112	25	13	415	125
TPD52L1	753	452	550	195	22	25	1888	172
HDDC2	2487	655	544	461	59	20	4381	401
HEY2	69	36	41	16	8	2	133	36
NCOA7	178	134	219	135	15	4	355	74
HINT3	288	94	118	76	8	5	550	49
TRMT11	584	527	112	374	40	32	1061	389
CENPW	1542	307	535	271	35	15	2834	246
RSPO3	3718	2331	44	3234	358	75	10020	1403
RNF146	593	210	142	164	6	8	1092	138
ECHDC1	1990	858	316	596	69	62	3614	528
KIAA0408	0	4	0	5	0	1	2	0
SOGA3	0	12	0	4	0	1	3	5
C6orf58	5	6	2	5	3	0	10	6
THEMIS	0	4	0	2	0	0	0	1
PTPRK	61	1256	31	946	142	79	107	959
LAMA2	23	71	7	63	0	2	16	85
ARHGAP18	731	390	203	360	46	11	1296	340
TMEM244	0	0	0	0	0	0	0	0
L3MBTL3	215	113	48	79	10	4	398	81
SAMD3	97	30	0	46	5	3	55	84
TMEM200A	60	34	17	42	3	2	92	16
SMLR1	1429	329	2	493	40	3	3636	239
EPB41L2	1162	909	156	490	58	50	1906	665
AKAP7	186	97	44	101	6	13	405	59
ARG1	298	58	0	33	3	0	728	24
MED23	210	175	33	124	11	12	414	128
ENPP3	0	9	1	0	0	1	8	1
OR2A4	0	0	0	0	0	0	0	0
CTAGE9	0	0	0	0	0	0	0	0
ENPP1	193	99	80	33	7	5	313	77
CCN2	1316	270	934	182	12	18	2379	61
MOXD1	58	16	20	24	2	0	60	34
STX7	518	173	189	147	16	15	972	160
TAAR9	0	0	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0	0	0
TAAR5	0	0	0	0	0	0	0	0
TAAR2	0	1	0	0	0	0	0	0
TAAR1	0	0	0	0	0	0	0	0
VNN1	0	0	0	0	0	0	2	0
VNN3	0	0	0	0	0	0	0	0
VNN2	0	0	0	0	0	0	0	0
SLC18B1	179	64	62	45	7	2	264	39
RPS12	84421	19501	20284	18355	1993	918	156678	16061
EYA4	16	21	2	31	2	2	7	24
TCF21	3	2	1	3	1	0	6	3
TBPL1	761	172	197	118	14	5	1191	122
SLC2A12	25	29	34	13	3	2	67	15
SGK1	129	95	46	50	3	12	484	58
ALDH8A1	8	6	5	1	0	0	18	7
HBS1L	643	350	125	284	25	16	1176	273
MYB	32	3	3	1	2	1	37	5
AHI1	266	253	128	191	35	12	692	248
PDE7B	2	16	1	0	1	0	5	9
MTFR2	105	21	42	20	1	0	242	28
BCLAF1	1555	767	337	691	90	30	2682	621
MAP7	395	479	123	400	50	37	629	352
MAP3K5	17	46	17	44	9	3	20	23
