mesoderm_NA18511	mesoderm_NA18856	mesoderm_NA18858	mesoderm_NA18912	mesoderm_NA19140	mesoderm_NA19159	mesoderm_NA19160	mesoderm_NA19210
ENPEP	33	29	3	196	23	12	66	2
PITX2	4083	182	102	1019	227	236	6337	31
FAM241A	23	4	3	21	4	5	38	0
AP1AR	248	57	20	239	50	35	493	10
TIFA	120	25	2	76	18	10	314	1
ALPK1	12	3	0	23	3	4	27	1
NEUROG2	0	3	0	6	2	3	2	0
ZGRF1	188	88	13	308	62	49	384	16
LARP7	1729	239	95	1153	197	137	3355	51
ANK2	93	206	11	1812	166	140	171	65
CAMK2D	465	242	41	1285	192	147	907	48
ARSJ	13	2	2	28	5	0	34	0
UGT8	13	29	6	54	3	4	31	2
NDST4	5	6	0	61	11	4	9	0
MTRNR2L13	0	0	0	0	0	0	0	0
TRAM1L1	47	5	1	15	4	3	86	2
NDST3	39	8	1	131	15	17	77	1
PRSS12	38	7	6	27	1	4	69	2
METTL14	358	74	24	376	62	44	720	12
SEC24D	589	107	24	587	81	97	906	28
SYNPO2	51	9	1	11	3	13	68	3
MYOZ2	1	0	6	1	0	0	2	0
USP53	184	80	20	355	68	36	384	22
C4orf3	4424	410	342	2363	330	280	9147	73
FABP2	1	0	0	3	0	0	0	0
PDE5A	191	195	7	395	115	94	472	37
MAD2L1	2705	409	181	1351	299	243	5624	90
PRDM5	156	148	13	739	126	115	358	25
NDNF	290	51	2	233	59	57	770	11
TNIP3	0	1	2	1	0	0	1	0
QRFPR	3	5	0	17	3	0	3	1
ANXA5	5075	471	465	2413	339	298	8520	57
TMEM155	0	1	1	1	0	0	4	0
EXOSC9	911	114	74	595	129	76	2010	21
CCNA2	1099	194	115	625	136	106	2128	17
BBS7	474	91	36	365	82	44	948	14
TRPC3	10	4	0	4	1	2	16	1
KIAA1109	434	153	21	836	168	98	843	26
ADAD1	1	0	0	4	1	0	0	0
IL2	0	0	0	0	0	0	0	0
IL21	0	0	0	0	0	0	0	0
BBS12	147	8	3	54	16	7	218	4
FGF2	182	90	57	292	82	49	402	7
NUDT6	210	30	9	106	13	24	385	2
SPATA5	148	230	18	1063	222	165	302	50
SPRY1	486	37	35	166	32	27	643	3
ANKRD50	223	45	12	308	51	37	475	5
FAT4	150	76	2	355	45	50	293	14
INTU	265	82	16	338	75	45	582	11
SLC25A31	0	0	1	2	0	0	1	0
HSPA4L	30	17	1	27	8	5	78	4
PLK4	154	59	13	181	45	31	343	5
MFSD8	200	63	16	261	57	27	386	7
ABHD18	141	70	11	384	80	46	269	14
LARP1B	245	118	25	466	91	53	575	15
PGRMC2	1187	122	70	682	109	96	2244	17
JADE1	781	119	129	690	104	81	1603	31
SCLT1	370	274	17	1278	270	198	842	29
C4orf33	131	25	10	83	14	8	331	6
PCDH10	478	49	28	334	25	45	915	7
PABPC4L	198	14	11	62	9	19	316	2
PCDH18	693	68	13	293	47	44	1314	20
SLC7A11	30	17	22	116	14	23	79	2
NOCT	29	33	7	152	26	29	83	6
ELF2	640	315	45	1410	220	135	1288	62
MGARP	47	5	5	15	6	0	127	4
NDUFC1	2510	258	169	1093	181	125	5244	32
NAA15	838	177	83	873	158	109	1764	37
RAB33B	70	22	11	69	14	10	200	1
SETD7	271	76	6	390	70	59	438	6
MGST2	1084	117	53	643	58	87	1605	14
MAML3	285	1340	8	3919	792	584	568	181
SCOC	1723	179	87	664	117	122	2984	39
CLGN	304	57	15	296	52	16	857	13
MGAT4D	0	0	0	0	0	0	0	0
ELMOD2	382	114	21	306	55	47	834	7
UCP1	3	1	1	0	0	0	5	1
TBC1D9	167	75	1	310	81	45	226	13
RNF150	223	216	3	679	201	101	519	76
ZNF330	492	68	40	283	48	40	1067	14
IL15	9	13	8	41	2	1	16	0
INPP4B	23	27	0	219	44	19	46	5
USP38	166	29	7	173	27	22	351	4
GAB1	161	126	9	657	111	75	313	30
SMARCA5	2982	552	193	2254	407	333	6118	81
FREM3	1	1	0	12	0	1	5	0
GYPE	122	13	4	114	5	8	381	15
GYPB	237	7	10	147	7	5	1294	18
GYPA	40	0	0	16	0	0	86	0
HHIP	266	135	7	51	27	11	846	27
ANAPC10	648	162	52	824	134	95	1396	32
ABCE1	1210	227	87	858	151	136	2332	34
OTUD4	295	66	27	245	28	33	579	10
SMAD1	329	110	22	452	77	61	799	14
MMAA	34	6	3	36	2	3	65	2
C4orf51	1	4	0	37	2	2	2	0
ZNF827	343	158	22	774	150	104	757	36
LSM6	2144	311	144	1302	219	157	4093	55
REELD1	0	0	0	1	0	0	1	0
SLC10A7	47	40	1	205	30	32	92	2
POU4F2	0	1	0	0	0	0	2	0
TTC29	6	31	0	95	2	13	14	1
EDNRA	140	46	2	143	50	59	204	6
TMEM184C	183	66	16	258	37	36	358	6
PRMT9	163	50	6	202	42	22	311	3
ARHGAP10	617	260	16	1039	242	227	999	21
NR3C2	5	14	3	77	10	2	3	4
IQCM	2	10	1	62	7	0	1	2
DCLK2	39	22	1	83	22	18	77	5
LRBA	755	477	35	3477	455	454	1462	126
MAB21L2	658	29	15	261	14	37	1428	9
RPS3A	51250	9243	4314	36607	6647	4882	122273	1387
SH3D19	203	291	18	1329	246	144	456	39
PRSS48	1	15	0	50	4	4	2	2
FAM160A1	14	53	4	151	22	14	34	2
GATB	223	43	22	230	40	29	508	15
FBXW7	354	244	21	1134	169	135	678	45
TMEM154	30	17	3	102	20	7	37	1
TIGD4	12	10	2	24	6	0	36	0
ARFIP1	417	174	24	807	148	109	838	20
FHDC1	10	21	9	30	4	4	23	1
TRIM2	203	139	24	518	93	67	414	15
MND1	621	166	41	486	117	93	1346	28
TMEM131L	117	115	11	349	81	50	217	10
TLR2	4	1	2	4	1	0	9	0
RNF175	136	54	9	280	55	30	355	9
SFRP2	250	78	277	289	33	41	862	11
DCHS2	3	0	0	18	0	0	3	2
PLRG1	996	116	69	595	114	61	2093	23
FGB	11	2	0	10	2	1	19	0
FGA	1	1	0	6	0	2	11	0
FGG	4	2	0	5	0	1	14	0
LRAT	6	12	16	85	3	7	26	1
RBM46	20	1	6	3	0	0	216	0
NPY2R	0	0	2	2	2	0	0	0
MAP9	777	71	34	363	66	38	1548	13
GUCY1A1	742	247	42	1535	170	92	1817	23
GUCY1B1	85	14	5	65	11	7	202	8
ASIC5	0	0	0	0	0	0	0	0
TDO2	3	4	0	7	5	5	5	1
CTSO	3	9	0	70	9	7	8	1
PDGFC	237	206	4	217	140	117	603	32
GLRB	10	9	2	15	6	1	30	2
GRIA2	9	0	0	5	1	2	44	0
GASK1B	13	22	3	17	0	13	32	0
TMEM144	15	17	2	17	3	4	52	1
RXFP1	0	0	0	2	0	0	0	0
C4orf46	226	44	21	152	24	29	490	9
ETFDH	171	36	12	132	17	21	291	7
PPID	1037	182	82	739	164	97	2225	18
FNIP2	758	107	35	823	140	77	1174	19
C4orf45	0	4	0	45	8	4	8	0
RAPGEF2	332	221	15	978	195	128	615	30
FSTL5	1	7	0	40	20	6	11	0
NAF1	389	97	23	364	89	58	783	12
NPY1R	375	33	17	102	36	24	683	5
NPY5R	19	4	3	4	1	0	31	0
TKTL2	0	0	0	0	0	0	0	0
TMA16	758	154	70	577	99	109	1902	34
MARCH1	24	41	2	265	36	16	44	11
SMIM31	0	0	0	1	0	0	1	0
APELA	36	17	12	60	2	7	159	1
TRIM61	38	12	6	5	18	9	0	0
FAM218A	27	6	1	23	2	5	26	0
TRIM60	1	0	0	0	0	0	8	0
TRIM75P	0	0	0	0	0	0	0	0
TMEM192	304	47	20	193	25	19	646	8
KLHL2	44	37	6	132	31	24	137	6
GK3P	0	0	0	0	0	0	2	0
MSMO1	2482	328	95	1771	240	217	4229	53
CPE	1002	74	42	863	54	79	2319	30
TLL1	4	2	0	1	9	2	11	2
SPOCK3	34	15	0	26	2	1	59	4
ANXA10	0	0	0	2	0	0	0	0
DDX60	21	5	1	30	3	3	61	1
DDX60L	48	3	1	46	7	2	83	0
PALLD	1188	389	52	2582	384	397	2304	71
CBR4	556	214	42	670	118	102	1009	30
SH3RF1	126	133	14	538	112	85	233	26
NEK1	345	147	24	743	108	82	815	27
CLCN3	380	136	32	514	74	79	940	11
HPF1	1503	239	72	909	166	132	3781	36
MFAP3L	21	4	13	35	2	2	25	1
AADAT	191	39	3	136	41	20	417	7
GALNTL6	1	6	0	48	0	1	15	1
GALNT7	541	185	48	791	154	117	1001	28
HMGB2	7126	1297	393	3531	773	567	15626	200
SAP30	840	95	85	494	107	54	2012	13
SCRG1	101	8	6	48	15	3	236	5
HAND2	1888	33	32	310	125	74	3341	18
FBXO8	255	28	9	141	21	25	373	3
CEP44	372	84	18	309	60	39	695	15
HPGD	76	17	29	101	5	3	53	3
GLRA3	0	3	0	4	0	0	3	0
ADAM29	1	2	0	2	1	0	1	0
GPM6A	15	57	0	195	19	22	38	6
WDR17	11	21	2	64	12	4	44	4
SPATA4	3	2	0	2	0	1	6	0
ASB5	5	4	0	0	0	0	10	0
SPCS3	1785	231	105	819	158	158	3028	41
VEGFC	783	135	8	522	137	153	1109	13
NEIL3	133	50	3	124	41	17	111	5
AGA	94	10	4	58	8	10	236	3
TENM3	479	1160	34	3199	865	651	1142	212
DCTD	871	92	48	340	59	60	1711	18
WWC2	458	201	45	1059	202	146	833	46
CLDN22	0	0	0	1	0	0	1	0
CLDN24	0	0	0	0	0	0	0	0
CDKN2AIP	327	43	22	242	40	28	732	15
ING2	617	74	52	299	55	50	1493	13
RWDD4	413	105	35	437	70	56	989	14
TRAPPC11	364	104	26	318	73	41	649	12
STOX2	109	61	9	180	54	42	219	9
ENPP6	2	1	0	4	0	1	2	0
IRF2	170	29	11	141	26	25	299	7
CASP3	620	87	67	390	85	55	1147	23
PRIMPOL	150	56	5	194	32	38	299	12
CENPU	854	284	40	631	106	87	2001	41
ACSL1	31	0	5	18	1	0	29	0
HELT	0	0	0	3	0	0	0	0
SLC25A4	807	86	219	446	81	51	1855	14
CFAP97	835	125	32	301	86	66	1621	25
SNX25	122	138	7	645	110	71	234	13
LRP2BP	18	8	0	57	8	4	36	1
ANKRD37	100	32	8	66	11	10	556	3
UFSP2	624	54	38	377	59	49	1357	12
C4orf47	35	19	0	114	15	19	132	3
CCDC110	12	3	1	4	1	0	33	0
PDLIM3	81	29	12	93	6	5	166	10
SORBS2	97	48	18	186	28	23	357	12
TLR3	2	0	0	7	1	1	14	0
FAM149A	12	6	3	39	12	2	39	1
CYP4V2	10	7	2	61	6	4	27	1
KLKB1	38	4	6	167	0	2	30	5
F11	0	0	0	4	0	0	1	0
MTNR1A	0	0	0	4	0	0	0	0
FAT1	389	126	16	424	111	80	1008	11
ZFP42	459	23	58	347	71	41	940	4
TRIML2	22	2	30	15	0	3	31	1
TRIML1	0	0	0	1	0	0	0	0
FRG1	840	166	56	669	120	89	1733	27
FRG2	0	0	0	0	0	0	0	0
DUX4	0	0	0	0	0	0	0	0
PLEKHG4B	173	105	18	297	95	66	578	20
LRRC14B	0	0	0	1	0	0	1	0
CCDC127	525	73	26	238	49	28	1052	14
SDHA	535	101	33	334	85	57	1267	16
PDCD6	88	252	7	1326	197	148	186	51
AHRR	2	6	0	53	3	3	22	5
EXOC3	385	28	24	169	36	19	603	5
SLC9A3	99	0	7	4	0	0	236	0
CEP72	78	27	6	81	17	8	171	7
TPPP	8	1	0	5	0	0	10	0
ZDHHC11B	1	2	0	3	0	1	9	1
AC026740.3	0	0	0	0	0	0	1	0
ZDHHC11	22	9	3	72	9	5	37	2
BRD9	566	99	34	334	70	44	1200	14
TRIP13	321	37	31	133	33	27	636	11
NKD2	1	9	0	12	6	2	1	2
SLC12A7	4	26	0	82	17	27	6	4
SLC6A19	2	0	0	4	0	0	7	0
SLC6A18	0	1	0	0	0	0	0	0
TERT	10	10	4	8	1	3	19	0
CLPTM1L	1118	102	73	421	68	56	1956	20
SLC6A3	0	1	0	3	0	1	0	0
LPCAT1	38	63	5	165	34	15	60	5
MRPL36	1382	170	147	669	105	87	2782	19
NDUFS6	5802	718	517	2789	537	401	11461	125
IRX4	5	2	0	5	0	0	8	0
IRX2	16	116	16	325	37	14	913	25
C5orf38	2	27	3	110	12	4	311	6
IRX1	8	34	3	69	5	1	200	2
ADAMTS16	3	6	10	17	1	2	10	0
ICE1	637	137	53	680	110	93	1292	16
MED10	1118	128	94	519	81	64	2283	20
UBE2QL1	5	4	4	11	2	1	18	0
NSUN2	267	78	34	278	55	34	507	13
SRD5A1	247	52	10	218	40	24	522	10
TENT4A	134	80	10	297	57	33	307	11
ADCY2	30	46	8	557	26	6	62	18
C5orf49	30	1	1	8	0	1	47	0
MTRR	139	37	8	147	24	18	243	3
FASTKD3	80	13	7	50	8	8	184	2
SEMA5A	728	688	16	2392	508	323	1293	69
TAS2R1	2	0	0	1	1	0	1	0
ATPSCKMT	187	49	14	174	41	20	345	4
CCT5	5642	802	473	3180	638	408	11643	119
CMBL	409	62	13	327	54	32	771	14
MARCH6	795	246	42	1119	232	172	1789	44
ROPN1L	6	0	0	7	2	1	8	0
ANKRD33B	41	45	6	212	39	40	60	3
DAP	842	125	45	543	96	67	1588	24
CTNND2	141	213	3	1882	161	277	278	45
DNAH5	2	1	0	5	2	3	7	0
TRIO	291	382	17	1913	315	194	625	78
OTULINL	111	21	12	44	10	14	193	3
OTULIN	249	52	30	234	35	31	573	9
ANKH	184	53	7	322	44	20	258	5
FBXL7	119	462	15	2203	439	370	234	116
MARCH11	12	3	1	16	1	0	13	0
ZNF622	690	67	66	380	65	47	1328	9
RETREG1	44	5	3	31	5	2	77	1
MYO10	760	375	102	1832	294	185	1328	64
BASP1	4337	386	183	2208	382	320	10022	80
LINC02218	0	0	0	0	0	0	0	0
AC106774.4	0	0	1	0	0	0	0	0
TAF11L2	0	0	0	0	0	0	0	0
TAF11L3	0	0	0	0	0	0	0	0
TAF11L4	0	0	0	0	0	0	0	0
TAF11L5	0	0	0	0	0	0	0	0
TAF11L6	0	0	0	0	0	0	0	0
TAF11L7	0	0	0	0	0	0	0	0
TAF11L8	0	0	0	0	0	0	0	0
TAF11L9	0	0	0	0	0	0	0	0
TAF11L10	0	0	0	0	0	0	0	0
TAF11L11	0	0	0	0	0	0	0	0
TAF11L12	0	0	0	0	0	0	0	0
TAF11L13	0	0	0	0	0	0	0	0
TAF11L14	0	0	0	0	0	0	0	0
H3.Y	1	0	24	0	0	0	3	0
CDH18	7	13	0	108	1	4	26	1
CDH12	47	11	0	37	34	27	77	8
PRDM9	1	1	0	0	0	0	0	1
CDH10	188	63	2	372	80	45	188	5
CDH9	2	2	0	16	0	1	3	0
CDH6	53	109	6	333	38	26	141	2
DROSHA	380	108	35	457	71	40	795	10
C5orf22	127	60	16	193	27	28	307	5
PDZD2	27	137	5	446	106	44	98	15
GOLPH3	536	160	49	794	102	89	1041	23
MTMR12	134	59	12	202	49	32	251	7
ZFR	1148	344	93	1565	254	185	2321	52
SUB1	11395	1174	770	5834	967	693	21729	149
NPR3	29	4	4	18	2	1	89	9
TARS	1206	208	165	916	161	161	2305	22
ADAMTS12	344	222	6	1629	368	271	532	38
RXFP3	0	0	0	0	0	0	0	0
SLC45A2	4	2	0	4	3	1	14	2
AMACR	21	19	0	76	13	13	41	4
C1QTNF3	61	6	2	40	9	7	123	4
RAI14	437	158	57	654	142	115	891	26
TTC23L	0	3	0	30	4	4	3	1
RAD1	561	74	38	244	52	29	1143	15
BRIX1	1392	161	144	692	105	75	2630	25
DNAJC21	1479	168	111	831	119	128	2692	32
AGXT2	0	6	1	0	0	0	0	0
PRLR	10	10	6	34	3	2	27	1
SPEF2	60	14	0	113	17	14	179	6
IL7R	3	0	0	2	0	0	8	0
CAPSL	0	1	0	1	0	1	4	0
UGT3A1	43	8	3	60	11	7	132	2
UGT3A2	146	34	20	102	12	11	330	2
LMBRD2	74	12	3	95	12	9	177	3
SKP2	975	119	53	492	82	101	1912	12
NADK2	226	53	8	168	33	24	485	6
RANBP3L	6	3	0	16	0	1	13	2
SLC1A3	216	66	18	614	69	78	416	17
NIPBL	1665	472	75	2475	457	284	3385	85
CPLANE1	356	152	22	759	139	78	721	20
NUP155	409	97	32	417	90	61	869	16
WDR70	465	287	30	1355	245	164	1080	34
GDNF	77	28	0	52	1	4	151	1
EGFLAM	482	74	20	656	88	88	477	23
LIFR	1158	210	35	1406	173	179	1405	45
OSMR	23	2	0	21	1	0	31	0
RICTOR	361	112	15	614	127	88	631	17
FYB1	40	0	0	12	1	3	31	0
C9	0	2	0	14	2	1	2	1
DAB2	1222	89	14	473	61	72	2162	12
TTC33	229	25	9	211	38	35	445	11
PTGER4	12	0	0	4	1	2	23	0
PRKAA1	246	59	13	289	59	29	503	12
RPL37	44915	3557	2968	17264	2621	2208	90286	575
CARD6	27	1	3	20	1	1	31	0
C7	32	0	0	14	0	3	86	0
MROH2B	0	0	0	0	0	0	0	0
C6	0	0	0	1	2	0	0	0
PLCXD3	13	20	0	15	1	1	22	0
OXCT1	334	101	21	311	71	41	653	16
C5orf51	317	40	26	292	47	37	563	11
FBXO4	138	18	3	90	20	8	272	2
GHR	117	77	1	558	102	153	217	11
CCDC152	91	35	26	124	3	21	390	19
SELENOP	1692	99	33	393	53	66	3207	12
ANXA2R	37	4	5	16	7	0	55	2
ZNF131	671	187	37	873	170	110	1473	30
NIM1K	1	2	0	6	3	1	2	0
HMGCS1	1523	333	63	1510	266	279	3004	59
CCL28	22	2	3	8	4	1	70	2
TMEM267	104	58	10	186	33	26	215	10
C5orf34	93	34	8	98	18	15	207	4
PAIP1	918	295	42	1275	230	156	1820	43
NNT	454	87	19	327	66	72	806	13
FGF10	176	54	24	156	29	42	227	9
MRPS30	650	92	77	401	79	50	1495	15
HCN1	21	25	2	151	30	19	35	14
EMB	117	23	14	110	24	11	248	3
PARP8	159	145	10	628	88	99	304	19
ISL1	261	116	27	103	62	37	678	24
ITGA1	272	20	12	106	10	28	251	0
PELO	456	37	25	195	39	21	655	7
ITGA2	36	3	3	22	2	4	25	0
MOCS2	839	89	32	389	60	58	1648	15
FST	3412	173	125	1341	58	161	5550	81
NDUFS4	2643	364	174	1460	248	204	5218	55
ARL15	117	380	9	2109	366	250	203	67
HSPB3	3	0	0	0	0	0	0	0
SNX18	174	16	16	195	26	17	426	4
ESM1	113	13	2	41	10	14	236	3
GZMK	6	1	0	11	0	0	13	0
GZMA	7	0	0	9	0	0	21	0
CDC20B	27	3	1	40	2	15	28	0
GPX8	2393	234	76	939	159	199	5351	27
MCIDAS	0	0	0	0	0	0	1	0
CCNO	7	0	1	4	1	2	27	1
DHX29	1510	178	98	885	152	115	2789	29
MTREX	548	194	42	951	185	123	1155	26
PLPP1	223	129	69	755	103	83	397	20
SLC38A9	151	93	14	424	77	50	339	16
DDX4	1	1	0	0	0	0	0	0
IL31RA	0	0	0	1	0	0	4	0
IL6ST	2010	243	56	1533	221	270	3001	47
ANKRD55	15	7	0	66	6	10	17	3
C5orf67	0	0	0	0	0	0	0	0
MAP3K1	343	137	12	529	123	48	815	18
SETD9	231	17	6	92	28	11	161	7
MIER3	201	59	7	273	36	33	407	8
GPBP1	1663	341	102	1691	270	208	3581	64
ACTBL2	0	0	0	0	0	0	2	0
PLK2	543	34	36	259	18	26	1274	17
GAPT	2	0	0	0	0	0	3	0
RAB3C	117	20	3	131	21	8	307	4
PDE4D	43	238	5	1048	205	168	119	64
DEPDC1B	357	168	34	542	145	82	738	35
ELOVL7	12	12	3	17	4	1	10	0
ERCC8	202	148	13	616	126	75	454	16
NDUFAF2	774	190	65	993	141	121	1570	31
SMIM15	895	116	49	444	78	52	1748	20
ZSWIM6	301	473	15	2144	359	186	566	98
KIF2A	1286	387	70	1553	263	190	2622	59
DIMT1	706	103	54	442	85	55	1377	19
IPO11	189	68	14	380	63	51	396	13
LRRC70	0	0	0	2	0	0	1	0
HTR1A	0	0	0	0	0	0	0	0
RNF180	67	25	4	243	33	22	153	8
RGS7BP	2	2	0	9	1	0	4	0
SHISAL2B	301	90	44	663	65	12	802	20
SREK1IP1	974	195	71	666	166	104	2314	37
CWC27	1178	296	98	1331	255	176	2812	55
ADAMTS6	300	141	28	1990	265	176	591	34
CENPK	848	294	59	839	177	123	1695	53
PPWD1	466	96	29	468	80	57	865	14
TRIM23	238	54	15	233	31	17	502	1
SHLD3	51	5	3	22	4	4	91	2
TRAPPC13	175	53	8	238	28	30	371	11
SGTB	292	35	18	173	44	22	447	4
NLN	507	195	62	674	133	92	1101	26
ERBIN	605	295	24	1583	317	215	1257	60
SREK1	1790	269	108	1188	244	172	3592	37
MAST4	187	109	8	947	154	65	282	18
CD180	0	0	0	2	0	0	0	0
PIK3R1	700	148	19	552	87	90	1308	25
SLC30A5	494	91	33	428	77	65	941	13
CCNB1	2696	522	225	1630	343	307	5175	84
CENPH	1043	249	93	769	186	128	2522	36
MRPS36	1135	200	108	878	141	106	2369	36
CDK7	285	64	31	334	62	37	531	12
CCDC125	33	10	2	23	36	10	90	7
AK6	53	99	7	433	87	56	69	17
TAF9	5	247	1	993	164	124	9	33
RAD17	140	83	9	409	68	45	324	12
MARVELD2	4	9	6	29	2	2	15	0
OCLN	2	4	2	45	5	6	4	2
GTF2H2C	45	25	4	127	24	14	107	2
SERF1B	0	1	0	8	0	0	0	1
SMN2	1	3	0	27	7	2	0	0
SERF1A	0	4	0	15	1	3	0	0
SMN1	47	15	4	66	23	9	108	1
NAIP	0	17	0	45	11	14	1	10
GTF2H2	109	41	4	190	47	20	217	10
BDP1	508	202	34	975	199	156	1001	33
MCCC2	330	70	35	263	46	40	615	9
CARTPT	0	0	0	0	0	0	0	0
MAP1B	6401	894	311	3974	746	457	13887	104
MRPS27	627	155	53	591	114	75	1490	26
PTCD2	146	30	6	101	13	10	274	2
ZNF366	19	14	0	21	7	4	16	1
TNPO1	2316	631	105	3251	502	282	4442	79
FCHO2	218	100	5	471	76	53	412	21
TMEM171	12	2	0	10	0	0	16	0
TMEM174	0	0	0	0	0	0	0	0
FOXD1	43	15	11	28	3	4	67	0
BTF3	20036	2156	1545	9961	1734	1280	38696	356
ANKRA2	248	29	15	143	32	17	476	3
UTP15	209	29	23	112	20	15	359	5
ARHGEF28	1	3	0	17	2	2	3	0
ENC1	528	100	41	604	91	69	1218	11
HEXB	703	42	79	216	44	35	1076	7
GFM2	293	60	18	254	37	29	514	10
NSA2	3293	421	290	2306	335	302	8287	100
FAM169A	114	94	27	428	63	31	228	9
GCNT4	15	7	1	45	2	4	51	0
ANKRD31	10	1	0	24	2	3	19	0
HMGCR	1144	261	69	1042	222	178	2205	36
CERT1	764	183	69	840	122	110	1379	26
POLK	384	103	22	439	84	64	798	11
ANKDD1B	13	13	0	35	5	12	12	3
POC5	130	49	16	181	31	21	298	6
SV2C	0	13	0	46	5	2	8	1
IQGAP2	210	95	41	398	75	57	541	14
F2RL2	2	0	0	1	0	0	5	0
F2R	203	36	19	100	15	12	438	6
F2RL1	43	5	17	29	2	3	53	0
S100Z	2	2	0	59	0	2	15	2
CRHBP	440	1	38	69	2	10	161	12
AGGF1	143	97	11	353	64	61	405	21
ZBED3	197	16	14	89	21	19	476	5
PDE8B	5	24	0	71	12	7	27	0
WDR41	604	131	19	634	87	82	1704	12
OTP	0	0	0	1	0	0	0	0
TBCA	6312	782	464	3824	657	412	11943	116
AP3B1	987	339	29	2048	395	227	1862	65
SCAMP1	416	116	23	581	98	50	982	15
LHFPL2	654	374	23	2709	546	174	1246	70
ARSB	159	82	5	392	86	43	277	7
DMGDH	5	13	1	25	5	4	10	2
BHMT2	1	0	0	1	0	1	10	0
BHMT	6	0	1	3	0	0	20	0
JMY	150	37	19	183	17	15	301	2
HOMER1	295	189	37	644	122	111	635	22
TENT2	312	192	26	999	159	129	621	38
CMYA5	58	10	10	59	7	4	143	2
MTX3	149	45	22	136	19	24	319	7
THBS4	10	24	2	94	6	13	28	2
SERINC5	1408	613	79	3532	743	556	2275	65
SPZ1	0	0	0	0	0	0	1	0
ZFYVE16	956	204	34	985	212	178	1948	34
FAM151B	19	11	1	46	16	15	43	5
ANKRD34B	0	1	1	4	0	1	1	0
DHFR	272	178	15	670	148	130	549	33
MSH3	453	177	23	710	144	90	780	26
RASGRF2	13	9	5	71	23	29	12	7
CKMT2	3	11	2	32	6	8	3	1
ZCCHC9	757	107	35	447	80	65	1556	16
ACOT12	1	1	0	3	1	1	0	0
SSBP2	947	464	36	2664	393	363	1774	102
ATG10	422	148	29	926	135	101	835	26
RPS23	85840	9959	6151	42601	6976	6405	166647	1568
ATP6AP1L	110	21	3	84	17	11	206	1
TMEM167A	2748	301	221	1573	232	242	4606	43
XRCC4	354	123	26	687	93	62	706	19
VCAN	6199	625	409	2731	488	749	8760	125
HAPLN1	15066	2166	443	9983	1684	849	25256	449
EDIL3	953	210	11	1616	361	324	1377	39
COX7C	13237	1179	1323	5147	876	736	26702	185
RASA1	267	174	21	815	141	105	566	39
CCNH	448	150	58	682	100	87	932	22
TMEM161B	145	64	10	264	60	28	311	15
MEF2C	14	4	14	34	14	5	66	1
CETN3	515	70	44	256	43	45	1020	10
MBLAC2	63	7	6	27	6	13	133	1
POLR3G	132	28	39	141	28	11	266	1
LYSMD3	167	43	12	177	17	8	318	7
ADGRV1	134	145	14	578	111	61	351	23
ARRDC3	358	138	7	345	37	53	837	18
NR2F1	89	41	8	201	30	31	339	4
FAM172A	246	222	6	1101	181	140	555	49
POU5F2	31	0	3	18	2	2	90	0
KIAA0825	49	40	3	206	40	50	67	7
SLF1	443	123	37	468	99	69	983	22
MCTP1	3	3	3	13	6	2	11	1
FAM81B	2	1	0	5	0	0	2	0
TTC37	1020	231	42	1037	130	141	2128	22
ARSK	260	35	13	199	36	30	532	7
GPR150	1	0	0	0	0	1	2	0
RFESD	84	13	5	55	11	6	199	0
SPATA9	13	6	0	25	3	2	29	3
RHOBTB3	5036	507	204	2920	561	310	12508	143
GLRX	1252	88	68	560	111	114	2009	19
ELL2	43	49	3	519	46	35	178	4
PCSK1	4	3	0	10	0	0	13	0
CAST	1799	213	64	1166	194	241	3679	48
ERAP1	115	10	0	98	19	15	190	2
ERAP2	9	2	0	12	5	0	60	3
LNPEP	427	81	9	304	39	75	677	19
LIX1	4137	580	80	3153	781	421	8174	135
RIOK2	599	86	37	437	67	52	1214	13
RGMB	102	37	12	96	9	8	193	5
CHD1	1143	277	60	1137	207	133	2141	53
FAM174A	199	21	16	115	17	16	439	4
ST8SIA4	16	8	1	27	3	8	40	2
SLCO4C1	18	8	1	32	6	7	26	1
SLCO6A1	6	32	0	395	67	5	30	3
PAM	366	273	15	1963	223	163	529	34
GIN1	97	22	5	94	10	8	177	2
PPIP5K2	581	148	27	600	146	86	1029	31
C5orf30	124	16	17	78	15	15	269	2
NUDT12	154	26	14	149	21	23	232	8
EFNA5	284	451	20	1806	375	288	761	87
FBXL17	198	270	10	1702	328	250	352	42
FER	353	342	15	1888	304	254	708	70
PJA2	1105	247	59	1077	173	134	2300	30
MAN2A1	518	224	32	1010	137	97	1102	31
TMEM232	25	40	1	278	32	27	52	4
SLC25A46	377	80	27	263	54	44	645	8
TSLP	588	27	0	74	19	18	521	0
WDR36	489	102	29	441	78	87	869	16
CAMK4	45	29	2	67	31	9	159	1
STARD4	434	55	18	256	54	50	706	8
NREP	2885	393	102	1498	286	266	7050	86
EPB41L4A	111	88	3	424	50	45	160	18
APC	526	177	30	744	161	105	1031	36
SRP19	1789	300	157	1509	242	195	3640	41
REEP5	1909	186	151	1010	179	115	3046	27
DCP2	1223	232	87	989	172	162	2295	50
MCC	450	313	8	1680	266	222	761	71
TSSK1B	0	0	0	0	0	0	2	0
YTHDC2	468	144	18	577	104	69	725	23
KCNN2	727	220	21	1880	328	377	1026	126
TRIM36	32	25	2	91	8	11	120	7
PGGT1B	357	63	19	342	55	45	707	7
